# Variant 3: BERT ONLY (reference_length = 6)
segment,start_time,timestamp,model,title,avg_score,bert_score,cosine_score,penalty
1,0,00:00,llama3.1-8b,Cracking Coding Interviews with Data-Driven Patterns,0.5258338451385498,0.5258338451385498,0.0,1.0
1,0,00:00,llama3.1-8b,Cracking Coding Interviews with Data-Driven Patterns,0.5258338451385498,0.5258338451385498,0.0,1.0
1,0,00:00,llama3.1-8b,Cracking Coding Interviews with Data-Driven Patterns,0.5258338451385498,0.5258338451385498,0.0,1.0
1,0,00:00,llama3.1-8b,Mastering Coding Interviews through Data-Backed Strategies,0.4939343333244324,0.4939343333244324,0.0,1.0
1,0,00:00,tinyllama,The 8 Most Important Patterns for Coding Interviews,0.48726939857021606,0.6800392270088196,0.0,0.7165313105737893
1,0,00:00,tinyllama,The 8 Most Important Patterns for Coding Interviews,0.48726939857021606,0.6800392270088196,0.0,0.7165313105737893
1,0,00:00,tinyllama,The 8 Most Important Patterns for Coding Interviews,0.48726939857021606,0.6800392270088196,0.0,0.7165313105737893
1,0,00:00,tinyllama,The 7 Most Important Patterns for Coding Interviews,0.4818787625141915,0.6725159883499146,0.0,0.7165313105737893
1,0,00:00,gemma2-9b,Mastering Coding Interview Patterns,0.4751732051372528,0.4751732051372528,0.0,1.0
1,0,00:00,gemma2-9b,Mastering Coding Interview Patterns,0.4751732051372528,0.4751732051372528,0.0,1.0
1,0,00:00,gemma2-9b,Mastering Coding Interview Patterns,0.4751732051372528,0.4751732051372528,0.0,1.0
1,0,00:00,gemma2-9b,Mastering Coding Interview Patterns,0.4751732051372528,0.4751732051372528,0.0,1.0
1,0,00:00,gemma2-9b,Mastering Coding Interview Patterns,0.4751732051372528,0.4751732051372528,0.0,1.0
1,0,00:00,llama3.1-8b,The Science of Acing Coding Interviews,0.47413355112075806,0.47413355112075806,0.0,1.0
1,0,00:00,llama3.1-8b,Patterns That Crack Coding Interviews,0.47046738862991333,0.47046738862991333,0.0,1.0
1,0,00:00,mistral-7b-v0.3,Top 8 Coding Interview Patterns Backed by Data,0.46340772259254664,0.6467375755310059,0.0,0.7165313105737893
1,0,00:00,tinyllama,The Ultimate Guide to Coding Interview Patterns,0.45573460553062894,0.5383868217468262,0.0,0.846481724890614
1,0,00:00,qwen2-7b,Mastering Essential Coding Interview Patterns: Data-Backed Strategies,0.4487693973506097,0.5301584005355835,0.0,0.846481724890614
1,0,00:00,llama3.1-8b,Unlocking Interview Success with Proven Patterns,0.42415741086006165,0.42415741086006165,0.0,1.0
1,0,00:00,gemma2-9b,Cracking the Coding Interview Code,0.4150839149951935,0.4150839149951935,0.0,1.0
1,0,00:00,gemma2-9b,Cracking the Coding Interview Code,0.4150839149951935,0.4150839149951935,0.0,1.0
1,0,00:00,gemma2-9b,Cracking the Coding Interview Code,0.4150839149951935,0.4150839149951935,0.0,1.0
1,0,00:00,gemma2-9b,Cracking the Coding Interview Code,0.4150839149951935,0.4150839149951935,0.0,1.0
1,0,00:00,gemma2-9b,Cracking the Coding Interview Code,0.4150839149951935,0.4150839149951935,0.0,1.0
1,0,00:00,qwen2-7b,Master 8 Essential Coding Interview Patterns: Data-Backed Strategies,0.40120368009233265,0.559924840927124,0.0,0.7165313105737893
1,0,00:00,qwen2-7b,Master 8 Essential Coding Interview Patterns: Data-Backed Strategies,0.40120368009233265,0.559924840927124,0.0,0.7165313105737893
1,0,00:00,qwen2-7b,Master 8 Essential Coding Interview Patterns: Data-Backed Strategies,0.40120368009233265,0.559924840927124,0.0,0.7165313105737893
1,0,00:00,llama3.1-8b,Unlocking Interview Secrets with Proven Methods,0.4012000262737274,0.4012000262737274,0.0,1.0
1,0,00:00,qwen2-7b,Master 8 Critical Coding Interview Patterns: Data-Backed Strategies,0.3979644040538183,0.5554040670394897,0.0,0.7165313105737893
1,0,00:00,qwen2-7b,Master 8 Critical Coding Interview Patterns: Data-Backed Strategies,0.3979644040538183,0.5554040670394897,0.0,0.7165313105737893
1,0,00:00,qwen2-7b,Master 8 Essential Coding Interview Patterns: Data-Backed Strategy,0.3973544399109227,0.5545527935028076,0.0,0.7165313105737893
1,0,00:00,qwen2-7b,Master 8 Essential Coding Interview Patterns: Data-Backed Strategy,0.3973544399109227,0.5545527935028076,0.0,0.7165313105737893
1,0,00:00,qwen2-7b,Master 8 Critical Coding Interview Patterns: Data-Backed Strategy,0.3951769422337392,0.5515138506889343,0.0,0.7165313105737893
1,0,00:00,qwen2-7b,Master 8 Critical Coding Interview Patterns: Data-Backed Strategy,0.3951769422337392,0.5515138506889343,0.0,0.7165313105737893
1,0,00:00,tinyllama,The Ultimate Guide to Coding Interviews: 8 Patterns You Need to Know,0.18203864357329413,0.4948323369026184,0.0,0.36787944117144233
2,3,00:03,llama3.1-8b,Mastering Essential Coding Patterns for Interviews,0.3237108290195465,0.3237108290195465,0.0,1.0
2,3,00:03,llama3.1-8b,Efficient Algorithms for Coding Interviews,0.31959834694862366,0.31959834694862366,0.0,1.0
2,3,00:03,llama3.1-8b,Mastering 5 Essential Coding Interview Patterns,0.3042415380477905,0.3042415380477905,0.0,1.0
2,3,00:03,llama3.1-8b,Mastering 8 Essential Coding Interview Patterns,0.3025833070278168,0.3025833070278168,0.0,1.0
2,3,00:03,llama3.1-8b,Mastering 5 Essential Patterns for Coding Interviews,0.29630003165938124,0.3500371277332306,0.0,0.846481724890614
2,3,00:03,llama3.1-8b,Mastering 5 Essential Patterns for Coding Interviews,0.29630003165938124,0.3500371277332306,0.0,0.846481724890614
2,3,00:03,tinyllama,Understanding Leak Code Patterns,0.2903606593608856,0.2903606593608856,0.0,1.0
2,3,00:03,tinyllama,Understanding Leak Code Patterns,0.2903606593608856,0.2903606593608856,0.0,1.0
2,3,00:03,tinyllama,Understanding Leak Code Patterns,0.2903606593608856,0.2903606593608856,0.0,1.0
2,3,00:03,llama3.1-8b,Mastering 5 Essential Coding Patterns for Interviews,0.2857668003567644,0.33759358525276184,0.0,0.846481724890614
2,3,00:03,llama3.1-8b,Mastering 5 Essential Coding Patterns for Interviews,0.2857668003567644,0.33759358525276184,0.0,0.846481724890614
2,3,00:03,tinyllama,Understanding Leak Code Patterns for Coding Interviews,0.2832151274955091,0.33457913994789124,0.0,0.846481724890614
2,3,00:03,tinyllama,Understanding Leak Code Patterns for Coding Interviews,0.2832151274955091,0.33457913994789124,0.0,0.846481724890614
2,3,00:03,tinyllama,Understanding Leak Code Patterns for Coding Interviews,0.2832151274955091,0.33457913994789124,0.0,0.846481724890614
2,3,00:03,tinyllama,Understanding Leak Code Patterns for Coding Interviews,0.2832151274955091,0.33457913994789124,0.0,0.846481724890614
2,3,00:03,tinyllama,Understanding Leak Code Patterns for Coding Interviews,0.2832151274955091,0.33457913994789124,0.0,0.846481724890614
2,3,00:03,gemma2-9b,Mastering Coding Interview Patterns,0.2826675474643707,0.2826675474643707,0.0,1.0
2,3,00:03,gemma2-9b,Mastering Coding Interview Patterns,0.2826675474643707,0.2826675474643707,0.0,1.0
2,3,00:03,gemma2-9b,Mastering Coding Interview Patterns,0.2826675474643707,0.2826675474643707,0.0,1.0
2,3,00:03,gemma2-9b,Mastering Coding Interview Patterns,0.2826675474643707,0.2826675474643707,0.0,1.0
2,3,00:03,gemma2-9b,Mastering Coding Interview Patterns,0.2826675474643707,0.2826675474643707,0.0,1.0
2,3,00:03,gemma2-9b,Mastering Coding Interview Patterns,0.2826675474643707,0.2826675474643707,0.0,1.0
2,3,00:03,gemma2-9b,Mastering Coding Interview Patterns,0.2826675474643707,0.2826675474643707,0.0,1.0
2,3,00:03,gemma2-9b,Mastering Coding Interview Patterns,0.2826675474643707,0.2826675474643707,0.0,1.0
2,3,00:03,gemma2-9b,Mastering Coding Interview Patterns,0.2826675474643707,0.2826675474643707,0.0,1.0
2,3,00:03,gemma2-9b,Mastering Coding Interview Patterns,0.2826675474643707,0.2826675474643707,0.0,1.0
2,3,00:03,tinyllama,The 8 Most Important Patterns for Coding Interviews,0.26963799772080166,0.3763101398944855,0.0,0.7165313105737893
2,3,00:03,tinyllama,The 8 Most Important Patterns for Coding Interviews,0.26963799772080166,0.3763101398944855,0.0,0.7165313105737893
2,3,00:03,llama3.1-8b,Essential LeetCode Strategies for Success,0.25898534059524536,0.25898534059524536,0.0,1.0
2,3,00:03,mistral-7b-v0.3,Mastering Two Pointers and Sliding Windows for Coding Interviews,0.2222810445524308,0.3664794862270355,0.0,0.6065306597126334
2,3,00:03,mistral-7b-v0.3,Mastering Two Pointers and Sliding Windows Patterns for Coding Interviews,0.19616184734291245,0.3820711076259613,0.0,0.513417119032592
2,3,00:03,mistral-7b-v0.3,Mastering Two Pointers & Sliding Windows Patterns for Coding Interviews,0.19497155020053247,0.3797527253627777,0.0,0.513417119032592
2,3,00:03,mistral-7b-v0.3,Mastering Two Pointers & Sliding Windows Patterns for Coding Interviews,0.19497155020053247,0.3797527253627777,0.0,0.513417119032592
2,3,00:03,mistral-7b-v0.3,Mastering Two Pointers & Sliding Windows Patterns for Coding Interviews,0.19497155020053247,0.3797527253627777,0.0,0.513417119032592
2,3,00:03,mistral-7b-v0.3,Mastering Two Pointers & Sliding Windows Patterns for Coding Interviews,0.19497155020053247,0.3797527253627777,0.0,0.513417119032592
2,3,00:03,mistral-7b-v0.3,Mastering Two Pointers & Sliding Windows Patterns for Coding Interviews,0.19497155020053247,0.3797527253627777,0.0,0.513417119032592
2,3,00:03,mistral-7b-v0.3,Mastering Two Pointers & Sliding Windows Patterns for Coding Interviews,0.19497155020053247,0.3797527253627777,0.0,0.513417119032592
2,3,00:03,mistral-7b-v0.3,Mastering Two Pointers & Sliding Windows Patterns for Coding Interviews,0.19497155020053247,0.3797527253627777,0.0,0.513417119032592
2,3,00:03,qwen2-7b,Master Linear & Non-Linear Data Structures: Essential Coding Interview Patterns,0.19355472142002858,0.3769931197166443,0.0,0.513417119032592
2,3,00:03,qwen2-7b,Master Linear & Non-Linear Data Structures Patterns for Coding Interviews,0.19155443404952527,0.37309709191322327,0.0,0.513417119032592
2,3,00:03,qwen2-7b,Master Linear & Non-Linear Data Structures Patterns for Coding Interviews,0.19155443404952527,0.37309709191322327,0.0,0.513417119032592
2,3,00:03,qwen2-7b,Master Linear & Non-Linear Data Structures Patterns for Coding Interviews,0.19155443404952527,0.37309709191322327,0.0,0.513417119032592
2,3,00:03,qwen2-7b,Master Linear & Non-Linear Data Structure Patterns for Coding Interviews,0.1913902387770695,0.3727772831916809,0.0,0.513417119032592
2,3,00:03,qwen2-7b,Master Linear & Non-Linear Data Structure Patterns for Coding Interviews,0.1913902387770695,0.3727772831916809,0.0,0.513417119032592
2,3,00:03,qwen2-7b,Master Linear & Non-Linear Data Structure Patterns for Coding Interviews,0.1913902387770695,0.3727772831916809,0.0,0.513417119032592
2,3,00:03,mistral-7b-v0.3,"Mastering Two Pointers, Sliding Windows, and Binary Search for Coding Interviews",0.16714917087997533,0.3846062123775482,0.0,0.43459820850707825
2,3,00:03,qwen2-7b,Master Linear & Non-Linear Data Structures with Essential Coding Interview Patterns,0.15975035921732988,0.36758172512054443,0.0,0.43459820850707825
2,3,00:03,qwen2-7b,Master Linear & Non-Linear Data Structures with 8 Essential Coding Interview Patterns,0.14088302002593012,0.3829597532749176,0.0,0.36787944117144233
2,3,00:03,qwen2-7b,"Master 8 Essential Coding Interview Patterns: Two Pointers, Sliding Windows & More",0.1394652650761326,0.37910589575767517,0.0,0.36787944117144233
2,3,00:03,llama3.1-8b,Mastering 5 Essential Patterns for Coding Interviews Next Steps: LeetCode Solutions & Advanced Techniques,0.0935628643180101,0.35494643449783325,0.0,0.2635971381157267
3,342,05:42,llama3.1-8b,"""Exploring Trees and Graphs: Breadth-First Search",0.3343759775161743,0.3343759775161743,0.0,1.0
3,342,05:42,qwen2-7b,"""Binary Search and Beyond: Uncovering Patterns",0.2878437638282776,0.2878437638282776,0.0,1.0
3,342,05:42,llama3.1-8b,"Navigating Non-Linear Structures: Breadth-First Search, Depth-FirstSearch, and Backtracking",0.27458903421634284,0.3832198679447174,0.0,0.7165313105737893
3,342,05:42,gemma2-9b,Exploring Trees & Graphs,0.258806973695755,0.258806973695755,0.0,1.0
3,342,05:42,gemma2-9b,**Mastering Depth-First Search,0.2586359679698944,0.2586359679698944,0.0,1.0
3,342,05:42,gemma2-9b,**Binary Search Mastery: Finding Patterns Beyond Sorting**,0.256137092348145,0.3025902211666107,0.0,0.846481724890614
3,342,05:42,gemma2-9b,Binary Search Mastery,0.23843920230865479,0.23843920230865479,0.0,1.0
3,342,05:42,llama3.1-8b,"Navigating Non-Linear Structures: Breadth-First Search, Depth-First Traversal, and Backtracking",0.23322379845131594,0.3845210373401642,0.0,0.6065306597126334
3,342,05:42,gemma2-9b,The Art of Exploration: Depth-First Search & Breadth,0.2293125643963385,0.32003146409988403,0.0,0.7165313105737893
3,342,05:42,gemma2-9b,*Descriptive & Concise:**,0.22761483490467072,0.22761483490467072,0.0,1.0
3,342,05:42,gemma2-9b,*Intriguing & Conceptual:**,0.2200155407190323,0.2200155407190323,0.0,1.0
3,342,05:42,qwen2-7b,Use a path list to accumulate the current combination,0.21938452466966205,0.36170393228530884,0.0,0.6065306597126334
3,342,05:42,gemma2-9b,*Short & Punchy:**,0.21808205544948578,0.21808205544948578,0.0,1.0
3,342,05:42,gemma2-9b,*Short & Catchy:**,0.21538707613945007,0.21538707613945007,0.0,1.0
3,342,05:42,llama3.1-8b,"Navigating Non-Linear Structures: Binary Search, Breadth-First Search, Depth-FirstSearch, and Backtracking",0.20392762119579627,0.39719676971435547,0.0,0.513417119032592
3,342,05:42,tinyllama,"For example, if we had a sorted list of only true and false, we can actually use binary search to find the first true occurrence. The binary search would work like this. You look at the middle of the list. If the middle value is true, you know that the first true must either be here or somewhere to the left, so you move your search to the left half. If the middle value is false, you know that the first true must be to the right, so you focus on the right half. This type of searching, based on where a condition is true and where it is false, can be reused for every single binary search problem. In fact, we actually have this free template for this on our website, Algamonster. All we need to do is find out what makes something feasible. For example, the common lead code problem, minimum in rotated sorted array, doesn't appear to follow binary search at first. After all, it's not sorted. However, there's a monotonic condition we can use to apply binary search. The condition is that any element that is less than the last element of the array is part of the rotated section, while any element greater than the last element is part of the original sorted section. We can mentally convert this to trues and falses, and just like that, we have the same true and false question we just solve. This can be applied to a ton of different questions. For more practice and an in-depth explanation, check out algo.monster. Now we'll take a look at non-linear structure problems which work with trees and graphs. In fact, instead of treating trees and graphs as two entirely different structures, you should imagine that a tree is just a graph with no cycles. The only difference between the two is that for a graph that could have cycles, you need some visited set to keep track of nodes you've already visited. This makes the patterns we will talk about applicable to both. For non-linear problems, we'll start with breadth-first search, as it's the easiest algorithm to understand and build off of. breadth-first search is an algorithm used to explore nodes in a graph or tree level by level. The idea behind this is that it starts at a given node, commonly called the root, and explores all its immediate neighbors first before moving on to the neighbors' neighbors, and so on. To keep track of the nodes that have already been visited so that we don't revisit them, BFS uses a queue, a data structure that works like a line. First in, first out. This ensures that nodes are visited in the correct order, starting from the closest to the root and moving outward. BFS is such a common algorithm that you will use all the time. Luckily for you, instead of having to derive it from scratch each time, we have this template that we can reuse. If you want to see more about how we got this template, check it out at algo.monster. Now let's see BFS in action. We're going to use this template to solve a common lead code problem, level order traversal of a binary tree. The problem asks us to give all of the levels of the tree at each depth This means we need to visit the nodes of the tree level by level, starting from the root and moving down, visiting all the nodes at each level before proceeding to the next. For example, given a tree with the root node 3 and children 9 and 20, where 20 has children 15 and 7, we need to return the values of the nodes level by level in the following order. First 3, then 9, 20, and finally 15, 16th phrase which is not a kill, we can solve this problem using BFS as its ideal for level by level traversal. The idea is to use a queue to help explore the tree one level at a time. First, we add the root node to the queue. Then for each level, we process all nodes currently in the queue by removing them and adding their values to the result. For each node we process, we also add its left and right children to the queue so they can be processed in the next level. This ensures that we visit all nodes on one level before moving to the next. By repeating this process until the queue is empty, we can traverse the entire tree level by level and collect the node values in the correct order. Finally, we return the list of node values grouped by levels. Devth first search is an algorithm that builds on the foundation of BFS but explores the tree or graph in a different way. While BFS focuses on exploring nodes level by level, DFS dives deep into one path as far as possible before exploring the next path. In BFS, we use a queue to process nodes in a breadth first manner, ensuring all nodes at one level are explored before moving to the next. In contrast, DFS uses a stack to explore nodes in a depth first manner, where you keep going down one branch until you reach the end, and then you come back to explore other branches. Most often, the stack DFS uses is the call stack. As most DFS implementations use recursion, where BFS is ideal for finding the shortest path or exploring nodes layer by layer, DFS is more suited for problems where you need to explore all paths or check every possible configuration, such as finding all paths in a tree, searching for a specific condition deep in the structure or detecting cycles. The depth first nature of DFS makes it more memory efficient in some cases, but it's less suited for problems where the shortest path or shallow exploration is required, as it doesn't guarantee finding the closest solution first. Like with BFS, DFS is a common algorithm that you will use all the time, so we have a template that we can reuse. Again, if you're curious to how this works, check it out at algo.monster. Now, let's solve a leap code problem with DFS. A common leap code problem that uses this pattern is called number of islands. This problem asks us to count the number of islands in a 2D grid where one represents land and zero represents water. An island is formed by connecting adjacent ones horizontally or vertically. We need to determine how many distinct islands exist by identifying connected components of ones in the grid. For example, in a grid where someone's are grouped together, each connected group is considered an island. Our goal is to traverse the grid, find all islands, and count them. We can solve this problem using DFS to explore each island. The idea is to iterate through each cell in the grid. When we encounter a one land, it indicates the start of an island. From there, we perform DFS to visit all connected ones all parts of the same island by exploring the neighboring cells in all four directions as deep as they go. During the DFS, we mark each visited cell by changing its value to zero to ensure we don't count it again. Once all connected cells for that island are visited, we increment the island count and continue searching the rest of the grid. This process ensures that we explore each island once and count it correctly. By the end, the total number of initializing DFS calls we make, not including the recursive calls, equals the number of islands. Backtracking is a pattern that many people struggle with, but in reality, it's actually just an extension of depth first search. In DFS, we typically traverse through a prebuilt structure like a tree or graph, where the nodes and connections are already defined. With backtracking, however, you often have to build the solution tree yourself as you explore different options, especially in combinatorial problems, where the structure of the tree isn't given explicitly, but is generated dynamically as you make decisions. In a backtracking problem, you explore all possible solutions by making a series of decisions. Each decision represents a node in the tree, and each potential decision forms a branch. As you explore a decision, you either reach a valid solution, or you hit a dead end. When a decision leads to a dead end, you backtrack to the previous decision, undo it, and try another path. Just like with all of our other patterns, we also have a template we are going to use here, which is this. Now, let's walk through it by solving a lead code problem. Letter combinations of a phone number. In this problem, we're given a string of digits, typically from 2 to 9, and we need to return all the possible letter combinations that the digits could represent using the mapping of a phone keypad. For example, if we have the digits 23, each digit corresponds to a set of letters, two maps to A, B, C, and three maps to D, E, F. Our goal is to generate every possible combination of these letters. So, for 23, some outputs could be a D, A, E, A, F, B, D, B, E, B, F, and so on. Now, our goal is to find all of these combinations. Backtracking is the optimal approach for solving this problem because it allows us to explore each possible letter one at a time while pruning invalid configurations early. Rather than brute forcing through every possible combination, backtracking lets us build the solution letter by letter, discarding incomplete paths. This way, we avoid wasting time exploring unnecessary paths, and instead, we focus on building the best possible solution. Let's create a template for backtracked solutions. We will use this for all of my patterns. I hope this helps!",7.0015362244484395e-121,1.0,0.0,7.0015362244484395e-121
3,342,05:42,tinyllama,"For example, if we had a sorted list of only true and false, we can actually use binary search to find the first true occurrence. The binary search would work like this. You look at the middle of the list. If the middle value is true, you know that the first true must either be here or somewhere to the left, so you move your search to the left half. If the middle value is false, you know that the first true must be to the right, so you focus on the right half. This type of searching, based on where a condition is true and where it is false, can be reused for every single binary search problem. In fact, we actually have this free template for this on our website, Algamonster. All we need to do is find out what makes something feasible. For example, the common lead code problem, minimum in rotated sorted array, doesn't appear to follow binary search at first. After all, it's not sorted. However, there's a monotonic condition we can use to apply binary search. The condition is that any element that is less than the last element of the array is part of the rotated section, while any element greater than the last element is part of the original sorted section. We can mentally convert this to trues and falses, and just like that, we have the same true and false question we just solve. This can be applied to a ton of different questions. For more practice and an in-depth explanation, check out algo.monster. Now we'll take a look at non-linear structure problems which work with trees and graphs. In fact, instead of treating trees and graphs as two entirely different structures, you should imagine that a tree is just a graph with no cycles. The only difference between the two is that for a graph that could have cycles, you need some visited set to keep track of nodes you've already visited. This makes the patterns we will talk about applicable to both. For non-linear problems, we'll start with breadth-first search, as it's the easiest algorithm to understand and build off of. breadth-first search is an algorithm used to explore nodes in a graph or tree level by level. The idea behind this is that it starts at a given node, commonly called the root, and explores all its immediate neighbors first before moving on to the neighbors' neighbors, and so on. To keep track of the nodes that have already been visited so that we don't revisit them, BFS uses a queue, a data structure that works like a line. First in, first out. This ensures that nodes are visited in the correct order, starting from the closest to the root and moving outward. BFS is such a common algorithm that you will use all the time. Luckily for you, instead of having to derive it from scratch each time, we have this template that we can reuse. If you want to see more about how we got this template, check it out at algo.monster. Now let's see BFS in action. We're going to use this template to solve a common lead code problem, level order traversal of a binary tree. The problem asks us to give all of the levels of the tree at each depth This means we need to visit the nodes of the tree level by level, starting from the root and moving down, visiting all the nodes at each level before proceeding to the next. For example, given a tree with the root node 3 and children 9 and 20, where 20 has children 15 and 7, we need to return the values of the nodes level by level in the following order. First 3, then 9, 20, and finally 15, 16th phrase which is not a kill, we can solve this problem using BFS as its ideal for level by level traversal. The idea is to use a queue to help explore the tree one level at a time. First, we add the root node to the queue. Then for each level, we process all nodes currently in the queue by removing them and adding their values to the result. For each node we process, we also add its left and right children to the queue so they can be processed in the next level. This ensures that we visit all nodes on one level before moving to the next. By repeating this process until the queue is empty, we can traverse the entire tree level by level and collect the node values in the correct order. Finally, we return the list of node values grouped by levels. Devth first search is an algorithm that builds on the foundation of BFS but explores the tree or graph in a different way. While BFS focuses on exploring nodes level by level, DFS dives deep into one path as far as possible before exploring the next path. In BFS, we use a queue to process nodes in a breadth first manner, ensuring all nodes at one level are explored before moving to the next. In contrast, DFS uses a stack to explore nodes in a depth first manner, where you keep going down one branch until you reach the end, and then you come back to explore other branches. Most often, the stack DFS uses is the call stack. As most DFS implementations use recursion, where BFS is ideal for finding the shortest path or exploring nodes layer by layer, DFS is more suited for problems where you need to explore all paths or check every possible configuration, such as finding all paths in a tree, searching for a specific condition deep in the structure or detecting cycles. The depth first nature of DFS makes it more memory efficient in some cases, but it's less suited for problems where the shortest path or shallow exploration is required, as it doesn't guarantee finding the closest solution first. Like with BFS, DFS is a common algorithm that you will use all the time, so we have a template that we can reuse. Again, if you're curious to how this works, check it out at algo.monster. Now, let's solve a leap code problem with DFS. A common leap code problem that uses this pattern is called number of islands. This problem asks us to count the number of islands in a 2D grid where one represents land and zero represents water. An island is formed by connecting adjacent ones horizontally or vertically. We need to determine how many distinct islands exist by identifying connected components of ones in the grid. For example, in a grid where someone's are grouped together, each connected group is considered an island. Our goal is to traverse the grid, find all islands, and count them. We can solve this problem using DFS to explore each island. The idea is to iterate through each cell in the grid. When we encounter a one land, it indicates the start of an island. From there, we perform DFS to visit all connected ones all parts of the same island by exploring the neighboring cells in all four directions as deep as they go. During the DFS, we mark each visited cell by changing its value to zero to ensure we don't count it again. Once all connected cells for that island are visited, we increment the island count and continue searching the rest of the grid. This process ensures that we explore each island once and count it correctly. By the end, the total number of initializing DFS calls we make, not including the recursive calls, equals the number of islands. Backtracking is a pattern that many people struggle with, but in reality, it's actually just an extension of depth first search. In DFS, we typically traverse through a prebuilt structure like a tree or graph, where the nodes and connections are already defined. With backtracking, however, you often have to build the solution tree yourself as you explore different options, especially in combinatorial problems, where the structure of the tree isn't given explicitly, but is generated dynamically as you make decisions. In a backtracking problem, you explore all possible solutions by making a series of decisions. Each decision represents a node in the tree, and each potential decision forms a branch. As you explore a decision, you either reach a valid solution, or you hit a dead end. When a decision leads to a dead end, you backtrack to the previous decision, undo it, and try another path. Just like with all of our other patterns, we also have a template we are going to use here, which is this. Now, let's walk through it by solving a lead code problem. Letter combinations of a phone number. In this problem, we're given a string of digits, typically from 2 to 9, and we need to return all the possible letter combinations that the digits could represent using the mapping of a phone keypad. For example, if we have the digits 23, each digit corresponds to a set of letters, two maps to A, B, C, and three maps to D, E, F. Our goal is to generate every possible combination of these letters. So, for 23, some outputs could be a D, A, E, A, F, B, D, B, E, B, F, and so on. Now, our goal is to find all of these combinations. Backtracking is the optimal approach for solving this problem because it allows us to explore each possible letter one at a time while pruning invalid configurations early. Rather than brute forcing through every possible combination, backtracking lets us build the solution letter by letter, discarding incomplete paths. We start with the first digit, 0, which represents nothing. We then explore the second digit, which could be A, 4, 8, or 12. We mark the first letter as A, and explore the remaining digits. We explore the first two digits, which correspond to A and B. We remove the first A, leaving B. Now that we've removed B, we explore the third digit, C. We now have a valid combination of letters",2.0502596389311243e-123,1.0,0.0,2.0502596389311243e-123
