score,start,end,transcript
0.8292,215.58,222.67,"And books like The Red Deal, A People's Green New Deal, Half Earth Socialism, The Future's Degrowth, and so many more point the way."
0.8517,222.67,238.09,"To sum up, many of these visions, in their own way, seek to wrestle free from the oppressive shackles of capitalism, the shackles of worker exploitation, the shackles of racism, the shackles of colonialism, the shackles of patriarchy, the shackles of apelism, and the shackles of ecological destruction."
0.7166,238.09,246.39,"To do so, however, requires a radically different mode of production, one where workers own, control, and decide what gets made and win."
0.714,246.39,258.81,"That mode could be eco-socialism, an economic and political system that calls for a worker and peasant-led revolution that rips ownership of production away from the elite and puts decision-making power into the hands of the masses."
0.7801,258.81,271.17,"Unlike capitalism, which prioritizes decisions based on the endless creation of products to sell for more profit, eco-socialism advocates for an economy that makes decisions based on the well-being of all people and the planet."
0.7388,271.17,281.93,"Because one of the foundational tenets of eco-socialism must be that the fruits of everyone's labor aren't funneled into the coffers of a single capitalist, but instead distributed according to people's needs."
0.7739,281.93,287.85,And the famous words of Karl Marx from each according to their ability to each according to their needs.
0.5461,287.85,289.84,But what would that actually entail?
0.6802,289.84,294.8,What kind of world could foster a good life for all and a harmonious connection with the natural world?
0.7318,294.8,301.83,"To start, any eco-socialist project would need to build out a robust system of free, universal, basic services."
0.8874,301.83,310.9,An eco-socialist world must supply what capitalist systems are low to provide for fear of workers no longer needing to deflate their wages just to live.
0.7293,310.9,314.17,free goods and services required for a good life.
0.6678,314.17,317.54,As Sean Blackmon from the Party for Socialism and Liberation Notes.
0.6365,317.54,337.38,"Under a socialist government, every person would have unrestricted access to food, clothes, shelter, Universal services means a nationalized or even global healthcare system where you no longer have to go deep into debt to get basic or advanced medical care."
0.5198,337.38,344.47,It means free childcare for those who need it and generous compensation for those who wish to care for their kids full-time.
0.7958,344.47,350.12,It means extensive and free mental health services as we unpack the traumas of past oppression under capitalism.
0.8036,350.12,358.49,Free education from pre-kindergarten through college is also a must because critical thinking and curiosity need to blossom in an eco-socialist world.
0.5195,358.49,362.36,"Importantly, all of this work is non-extractive and low-carbon."
0.6277,362.36,365.18,These are inherently green services.
0.5933,365.18,368.35,But universal services don't just stop at care.
0.7117,368.35,375.76,"Imagine zero-carbon housing that is free or low-cost, no longer tied to speculative markets and crushing rent spikes."
0.615,375.76,384.39,Low-carbon retrofated homes and apartment buildings would be affixed with solar and battery storage and co-housing and co-op living across all ages would be the norm.
0.7275,384.39,389.74,No longer does the very house we live in distance us from the people we love or destroy the planet.
0.5677,389.74,400.48,"Of course, for those who are uninterested in community living, there would be sustainable single-family homes available too, but there would be a far cry from the mic mansions of suburbia that are so popular now."
0.6447,400.48,412.35,"Housing, especially in the United States, would need to degrow an individual side but expand in capacity so that we can assure that no one is living on the streets and everyone is comfortable."
0.653,412.35,421.94,People would no longer own multiple homes and instead access to vacation homes and resorts would be shared and could be tied to work hours and community contributions.
0.3315,421.94,426.97,put enough time in at the solar plant or the farm and get three weeks of the cabin on Lake Michigan.
0.4268,426.97,434.49,Because all comments from parks to natural wonders to golf courses must be decommodified and accessible to all.
0.8233,434.49,442.56,An eco-socialist society must foster conditions so that places where people can congregate outside of the home flourish and are free.
0.4043,442.56,452.33,"Whether it's neighborhood canteens, free theaters, museums, parks, cafes or library, living the good life means access to activities within your community."
0.6537,452.33,458.55,"And to get between all those places, this world needs electrified, accessible, and free public transit."
0.4352,458.55,468.43,"Not just intercity trams, buses and trains accessible to all with disabilities, but also bike sharing programs with eBike options and extensive walking paths as well."
0.4792,468.43,474.96,"And for those who have specific accessibility needs, electric taxis could bring people from door to door if needed."
0.7657,474.96,500.44,"Zooming out past the urban landscape, Max Isle envisions a web of cities and green belts in his book of People's Green New Deal, wherein he writes, And alongside housing, transit, and care, an eco-socialist economy must transform food systems."
0.563,500.44,504.52,"Regeneratively grown, tasty, and nutritious food should be available to all."
0.7425,504.52,516.54,"No longer relying on industrial agriculture that guzzles, fossil fuels, and destroys the soil, food should be distributed via free canteens or local grocers, not locked behind ever-increasing price tags."
0.6551,516.54,521.05,But all of these free universal services are just the start.
0.8968,521.05,528.14,"To build a better world for all people and the planet, we must dramatically transform not only the way we work, but also why we do it."
0.7162,528.14,532.87,"Under capitalism, we work jobs we're uninterested in for meager wages."
0.7184,532.87,537.18,"Indeed, at the core of the capitalist model is worker exploitation."
0.4799,537.18,547.11,"Very simplistically, this means that during an eight hour workday, for example, if a laborer is paid $80, a small chunk of a worker's time is actually spent making $80 worth of products."
0.4971,547.11,549.96,The rest is unpaid or surplus labor.
0.7094,549.96,552.46,That is where the capitalist makes their profit.
0.5875,552.46,560.59,"The longer capitalists can stretch that time of unpaid work, and the more efficient they can make their workers, the more profits roll into their wallets."
0.6599,560.59,569.4,"And the workers are forced into this exploitative situation because if you don't work, you can quickly lose access to a roof over your head and food on the table."
0.4391,569.4,571.22,This must change.
0.8064,571.22,574.99,There must be guaranteed green and care jobs for all who want them.
0.6368,574.99,580.95,"And those jobs must pay a generous wage to live with dignity, not just to survive."
0.6604,580.95,586.78,Or perhaps in the future jobs won't need to pay a wage at all because all needs are already provided for.
0.3779,586.78,596.61,"The work week would shrink to four days, encouraging everyone to foster recreational and communal hobbies, and in the process recognizing the importance of rest, family, and community life."
0.671,596.61,605.51,"Crucially, the factories, restaurants, and businesses are not owned and operated by elites or capitalists, but instead by workers themselves."
0.4399,605.51,610.66,They collectively decide how the work day happens in order to create what is needed for the people.
0.8057,610.66,619.53,"because ultimately, an eco-socialist world will focus on creating products and services we actually need rather than commodities to sell for a profit."
0.7837,619.53,626.59,"And this means no more bullshit jobs as anthropologist David Graver puts it, where all you do is create emails to middle management."
0.8831,626.59,631.79,But it also means an eco-socialist world must create a culture without consumerism.
0.3649,631.79,635.68,One that bans advertising and fosters a creative comment.
0.5393,635.68,639.5,One that enshrines the right to repair and rejects throwaway culture.
0.7221,639.5,651.12,"When we build an economy that centers around use rather than profits, the need for marketing to drum up false needs as I talk about in this video and the prevalence of planned obsolescence drops dramatically."
0.4958,651.12,655.86,Imagine a world without incessant ads telling you to buy more at every moment.
0.5873,655.86,665.13,"A world where the creative minded among us don't need to flock towards marketing agencies to create art for products, but instead are supported enough to explore and make beautiful art."
0.7133,665.13,670.97,"In short, people's creative energy could be poured into making art, movies, and music for all."
0.2273,670.97,675.66,art that doesn't need to be behind a paywall or stuck in a museum or behind a movie ticket.
0.7389,675.66,679.94,Because under eco-socialism culture becomes a shared public good.
0.5847,679.94,687.12,"And in turn, this new culture informs not only our economies, but also how we relate to each other and the world."
0.7522,687.12,692.79,"All of these services will require a fair amount of energy, but compared to our capitalist system."
0.6777,692.79,706.22,"Significantly less power will be needed as energy-intensive commodity production of useless items is scaled down and production is oriented towards real needs and ecological sustainability, aiming to provide a good life for all."
0.6221,706.22,718.34,"And as we shrink the energy demand hole we've dug ourselves into for the last 50 years, we must simultaneously scale up renewable energy at a massive scale while phasing out fossil fuels completely."
0.5049,718.34,725.1,This means it renewable energy supergrids that balance out regional variability when the sun isn't shining and the wind isn't blowing.
0.613,725.1,734.23,"It means smaller community-owned solar and wind microgrids, and it means a mass expansion of battery and storage capabilities with technologies like pumped hydro."
0.5762,734.23,741.92,"Ultimately, all of this agenda must be couched in anti-racist, anti-patriarchal, anti-imperialist, and anti-appressive agendas."
0.4812,741.92,755.38,"As co-author of the Red Deal Melanie Yazzie notes, You need to divest from the institutions that cause the greatest harm on behalf of the state, right, prisons, police, the military, and divesting from those institutions."
0.7532,755.38,761.32,"We must reinvest in the common dignity of all, which means healing our bodies and healing our earth."
0.9223,761.32,769.34,So building an eco-socialist future necessitates de-growing and eventually abolishing violent industries like the police and prison system and the military.
0.3348,769.34,775.91,"Weapons of state violence that have long terrorized people of color for centuries, especially in the United States."
0.5052,775.91,786.66,"Fiscally speaking, global military budgets eclipse funding for climate action, healthcare, and education and are used to carry out settler colonial genocides like the ongoing one in Palestine."
1.0,786.66,795.38,One of the monumental tasks of eco-socialism must be to divert our economy away from one of violence and oppression and towards one of care.
0.4618,795.38,799.66,"Instead of punishment and the stick, we must focus on the care."
0.7274,799.66,805.79,"Encouraging care by helping zero-carbon communities, social programs, and restorative justice initiatives thrive."
0.8246,805.79,813.76,"But of course, it's not enough to just end police and imperial violence and claim that eco-socialism has rooted out white supremacy and imperialist infections."
0.2983,813.76,815.71,This will be a long struggle.
0.5405,815.71,838.49,"But as Sean Blackmon suggests, it might start with..."
0.8047,838.49,854.35,"In short, an eco-socialist world must have at its core policies of reparations, repayment of climate debt, demilitarization, indigenous sovereignty, and land back, as a means to start repairing the centuries of racial and colonial capitalist harm."
0.5427,854.35,857.95,"Fundamentally, a market system cannot do any of these tasks."
0.5416,857.95,863.74,"If profit is the driver of invention or production, we will inevitably slide right back to where we are."
0.7595,863.74,869.82,"Indeed, the market economies of today lead to waste and inequality, and they are irrational in their chaos."
0.5491,869.82,879.47,"If we right now already need to heavily regulate markets with elaborate mechanisms to lessen the massive harms just a little bit, why bother with the market in the first place?"
0.8229,879.47,883.58,That's why an eco-socialist economy must be a democratic lead plan economy.
0.8217,883.58,889.0,I talk a lot more about how and why planning must be central to any eco-socialist project in this video.
0.693,889.0,895.07,"But in short, there are many ways in which a planned economy could not only be successful, but also throughout."
0.7699,895.07,909.24,"Troy Vittessa and Drew Pendergrass present a case of a half-earth socialism that sets broad-scale goals like global veganism, energy quotas, and forest-rewilding and stewardship under indigenous control based on linear programming."
0.6187,909.24,920.91,We can imagine feasible ways to use simple algorithms to plan plausible ways of organizing society and then debate about what those plans look like on various levels.
0.5055,920.91,924.77,"That's Drew Pendergrass, co-author of Half Earth Socialism."
0.4983,924.77,935.67,"He goes on to add, so we kind of imagine a level of federalism where we set broad core schools at a large level and then figure out in detail what that looks like as you go towards the more local level."
0.7573,935.67,974.97,"In the context of climate change, social planning is crucial, because as Fatessa argues, In very simplistic but more concrete terms, a linear programming eco-socialist planning model requires us to plug in a number of desired parameters, like we want to cut emissions by 7.6% every year, rewild 25% more land, and redistribute wealth for a good life for all, all by 2030."
0.5105,974.97,985.5,"And then according to those parameters, the program might spit out a variety of plants, ranging from more lenient energy quotas but faster uptake of vegetarian or vegan production and consumption."
0.6397,985.5,992.39,"or perhaps more aggressive rewilding and aforestation instead, or a more rapid increase in renewable production."
0.6722,992.39,1015.1,"On a global scale, Fatessa and Pendergrass envision thousands of planners and scientists plugging a massive amount of data into a central mainframe, much like what already happens in climate models, which then charts out various course blueprints 5 to 10 or even 25 years into the future, envisioning what it would look like to cut emissions, rewild half the planet, and redistribute wealth at different speeds."
0.6721,1015.1,1022.07,"Those broad plans are then disseminated, debated, and transformed as they pass through to global, national, and local levels."
0.8317,1022.07,1024.57,This is socialist planning in motion.
0.7911,1024.57,1031.87,"Because for eco-socialist planning to succeed, it must be intensely transparent, accessible, and subject to debate."
0.6204,1031.87,1040.34,"Plans must come from everyone, be formulated, and run through modeling tools, and then sent back to the masses in an endless cycle of construction and exploration."
0.6764,1040.34,1045.24,"But to get from now to that future, we can't just imagine We must act."
0.5263,1045.24,1046.77,We must build.
0.8631,1046.77,1053.18,"An eco-socialist future is possible, but it's not inevitable."
0.9275,1053.18,1063.3,"It will be a long road from the current rise of fossil fascism, settler colonial genocide, and intensifying climate disasters to an eco-socialist future that prioritizes a good life for all."
0.6191,1063.3,1065.54,But that work is already in motion.
0.8616,1065.54,1075.57,"There are already climate and leftist movements fighting to build power within capitalism in order to eventually break away from it, because it's not enough just to envision what could be possible."
0.7441,1075.57,1077.89,Radical hope requires action.
0.8326,1077.89,1085.22,That means working towards transitional demands and non-reformist reforms that alleviate the harm of capitalist destruction right now.
0.6547,1085.22,1100.17,"Those look like defunding the police, moratorium on fossil fuel extraction, closing coal mines, raising wages, shortening work weeks, expanding community-owned renewable grids, ending settler colonial violence, and expanding access to universal services."
0.7151,1100.17,1106.15,"These goals, these transitional demands, build power by stealing it from the hands of capitalist."
0.5344,1106.15,1110.2,"Of course, these are part of the end goal, but they are not the end goal."
0.7573,1110.2,1117.01,"They are just steps on the path towards a future of liberation, where all people can live a good life on a thriving planet."
0.6067,1117.01,1121.38,"But it will take all of us, with whatever capacity we have, to make that happen."
0.8807,1121.38,1130.39,"And that starts with you joining a group doing the work in your area, while always imagining and dreaming of what a world outside of capitalism could be."
0.6171,1130.39,1136.63,"But sadly, we live in a capitalist system that increasingly prays upon your personal information for profit."
0.378,1136.63,1140.68,"Indeed, data breaches are happening at increasingly larger scales."
0.4365,1140.68,1150.79,"Right now, your personal data, where you live, your phone number, your personal email, even your social security number is probably being bought and sold by hundreds of shady data brokers."
0.1492,1150.79,1158.37,Everything from spam calls to scams all the way to identity theft of you and your loved ones all start with these websites.
0.244,1158.37,1164.3,"Which is why I signed up for Incogni about a year ago, way before they approached me to sponsor this video."
0.1529,1164.3,1172.05,It has been an absolute game changer for securing my personal data and getting at least some peace of mind on the internet ever since.
0.0742,1172.05,1174.86,The way Incogni works is quite simple.
0.1532,1174.86,1184.99,"You give them your information, and then, like a bloodhound, they hunt down all of the websites and data brokers that have your data, and get them to remove your information from their lists."
0.3521,1184.99,1187.71,What could be hundreds of hours of work for you?
0.037,1187.71,1193.06,"Happens in a matter of minutes with Incogni, and they even have a custom removals feature."
0.0388,1193.06,1199.0,"You can send Incogni the link to any website where your data is exposed, and they'll get it removed through."
0.0549,1199.0,1204.64,"Since using Incogni, I've seen a dramatic drop in where my information is showing up online."
0.1636,1204.64,1209.81,"So if you want to take back control of your personal information, consider giving Incogni a try."
0.0757,1209.81,1217.46,Use mycode OCC at the link incogni.com slash OCC and get 60% off an annual plan.
0.1942,1217.46,1220.77,"And if you haven't already, please consider supporting the channel on Patreon."
0.3026,1220.77,1235.55,"Patreon is the main way this channel stays afloat financially, so if you've been a long time viewer or just are liking my videos, please consider going to patreon.com slash rchanging climate and pledging as little as a dollar a month to help keep this channel going."
