score,start,end,transcript
0.7029,265.39,271.05,"Whereas if you had, if you eat most of your food later in the day, your metabolism is actually slower later in the day."
0.6042,271.05,281.37,"So for instance, if you ate the same, I don't know, bowl of ice cream in the morning, the afternoon in the evening, your blood sugar levels will spike significantly higher in the afternoon in the evening."
0.8953,281.37,285.58,"So as much as possible, it is better to eat earlier in the day."
0.5561,285.58,296.95,"And one last tidbit in that area, which is when it really starts getting dark outside and your body starts releasing the sleep hormone melatonin, that actually quite dramatically raises blood sugar levels."
0.2319,296.95,299.1,I had something to add to that.
0.1329,299.1,302.32,Because it's very interesting.
0.7476,302.32,307.49,"Courtney is recommending, in fact, that we eat as early as possible."
0.9471,307.49,318.48,"And I'm just, but think how important has been historically eating an early breakfast for the workers."
0.8097,318.48,332.73,"In ancient times, breakfast was developed, in fact, to nurture those agricultural workers that had to start very early in the morning."
0.8438,332.73,337.63,"So they felt that with breakfast, that would be better."
0.3066,337.63,352.37,"And they could have a better and improved jobs across a day, more effective, more even more alert across the journey."
0.3493,352.37,355.31,"So that's very interesting, I find."
0.8561,355.31,371.03,"So people, even before scientists came along and studied what was going on inside our bodies, just people just knew that they needed a hearty meal in the morning to set them up for a day's work."
0.7757,371.03,377.03,"If you skip breakfast, what health problems can arise, Alex?"
0.7633,377.03,387.74,"I think, first of all, I want to say that there is no universal definition of what is considered to be a nutritional breakfast."
0.3064,387.74,389.7,to summarize that.
0.0527,389.7,392.26,This is the working definition that I use.
0.6138,392.26,401.18,It's the first meal of the day that breaks the fast after the longest period of sleep and consumed within two to three hours of waking.
0.1659,401.18,406.2,"So that gives quite a large scope, doesn't it, for people to achieve that?"
0.7636,406.2,446.1,"Now, breakfast skipping is interesting because my own work would tend to suggest an observational large scale epidemiological studies would also support this, that people who have a regular breakfast are actually leaner and my own work would tend to suggest that having your largest meal of the day in the morning period gives you a much better appetite control which then means it's much easier control food intake later in the day."
0.504,446.1,452.32,So really I am supporting the meme breakfast like a king and down like a popper.
0.9968,452.32,457.05,So for you then breakfast is the most important meal of the day.
0.614,457.05,465.62,So it's really important particularly for people who are trying to maintain a healthy weight and people who are trying to lose weight.
0.6681,465.62,479.99,"And I think one positive message from the work that I've done is that the time of day does not, from our own work published in Selmet Abbas on tend to influence energy metabolism."
0.7194,479.99,496.15,We looked at large morning eaters and large evening eaters and tried to look at whether it impacted on metabolism and energy balance and we found that weight loss was identical between the groups.
0.353,496.15,508.12,Now that is a really important message because we see that around 34% depending which country you're based of the population are going to be involved in shift work.
0.535,508.12,517.99,who are not able to comply to that advice that Courtney just shared about when to eat during the light cycle and to sleep when it's a dark cycle.
0.7587,517.99,525.44,So that's actually a really positive message to share that it doesn't matter what time of day for losing weight.
0.84,525.44,538.09,"That flies in the face, isn't it, of some of the evidence you were talking about, Courtney, that actually eating, eating earlier tends to be better for your health."
0.21,538.09,539.05,Not necessarily.
0.1732,539.05,542.36,So I wouldn't quite agree with that.
0.1562,542.36,546.54,"So I actually agree with almost everything Alex says, perhaps everything."
0.159,546.54,551.15,So she's done a really phenomenal area in this research in this work.
0.8087,551.15,558.68,"And there's actually been some fantastic studies out of Israel testing the old adage of eating breakfast like a king, lunch like a prince, and dinner like a popper."
0.7972,558.68,566.53,"And those studies do report that when people eat most of their calories for breakfast, they do lose more weight."
0.4365,566.53,576.35,"It lowers their blood sugar levels, it lowers their blood pressure, and the fascinating thing is in women it even improves fertility, which I think is absolutely amazing."
0.4119,576.35,582.48,And what we've learned now is some of these same genes and proteins in our body that produce these circadian rhythms.
0.3573,582.48,586.48,are also involved in rhythms that are longer and shorter than 24 hours.
0.4331,586.48,589.59,And one example of that is actually the menstrual cycle.
0.5043,589.59,597.3,"So by optimizing our circadian rhythms, we may also be improving, you know, the menstrual cycle, men and women's hormones and so forth."
0.8152,597.3,605.46,"So we definitely, I think there is, you know, by and large, there have been metanalyses finding that eating early in the day does help for weight loss."
0.5827,605.46,616.39,"Now in the field of intermittent fasting, interestingly, we find that if people eat in an eight-hour period, regardless of what time of day that eight-hour period is, they lose weight, too."
0.8801,616.39,620.32,"And you might say, but didn't you just say you need to eat earlier in the day?"
0.3143,620.32,624.03,But the interesting thing is this is where you go back to those three core principles.
0.6523,624.03,629.07,"So if you also have a longer fasting duration, you can still get benefits for weight loss."
0.8839,629.07,636.14,"And so there are a lot of people who like to do intermittent fasting by skipping breakfast, and they still eat dinner at a relatively early time."
0.671,636.14,664.4,"So if you're doing that, say if you're skipping breakfast starting to eat at 12 and then stopping eating at 8 p.m. or I guess you'd call that is that 20 hundred hours military time that you can still lose weight and it's about the same roughly the same size and effect so we're not talking about you know dramatic you're gonna you know smash all your weight loss goals but we're talking about losing maybe an extra two pounds a month or about one kilogram a month or about 1% of your body weight month."
0.2445,664.4,665.91,So both of these things are true.
0.6177,665.91,676.67,"Now the interesting thing is with intermittent fasting, we don't really see big blood sugar benefits or improvements in blood pressure unless those eating windows are earlier in the day."
0.988,676.67,682.38,"And so it looks like there for some aspects of your health, you really need to eat earlier in the day to get those benefits."
0.6062,682.38,686.1,And that seems to be particularly true for blood sugar and blood pressure.
0.7577,686.1,694.59,"But for weight loss, it looks to be a little, you know, yes, eating earlier in the day, you can get weight loss benefits, at least from my read of the literature."
0.8926,694.59,698.38,But you can also skip breakfast and lose weight as long as dinner's not too late.
0.4097,698.38,701.44,And there's a really interesting study out of Japan that showed this.
0.8057,701.44,706.56,"They found that among people who skip breakfast, about half skip breakfast and eat dinner late."
0.4754,706.56,713.07,"And in those individuals, they had a much higher risk of cardiovascular disease and having obesity."
0.776,713.07,718.37,But there's a second group of people roughly half the population who skip breakfast dinner at a normal time.
0.3987,718.37,723.91,And those individuals didn't have much higher risk of obesity and cardiovascular disease.
1.0,723.91,728.82,So what that suggests to me is I like to look at both breakfast and dinner as very important.
0.2974,728.82,730.1,"They're both important, right?"
0.6646,730.1,734.84,"Because dinner time is sort of, you know, the time later the night your body's metabolism is slower."
0.7152,734.84,738.89,So I think it's also very important that we're mindful at what we do at dinner time.
0.8642,738.89,744.39,And either we make dinner a relatively healthy meal or we move it to earlier in the day.
0.0527,744.39,746.67,So those are sort of my suggestion.
0.7927,746.67,753.94,Then of course there is the question of what we should be eating and we asked people who follow the BBC World Service Facebook page.
0.5834,753.94,755.45,What did you have for breakfast?
0.7767,755.45,759.39,"Hi, I'm Andrea from New York City and I'm here to talk about my breakfast routine."
0.6452,759.39,762.06,Almost every morning I have a smoothie.
0.6708,762.06,791.89,frozen blueberries frozen spinach protein powder chia seeds ground flax seeds and almond milk and I put it all in this blender sometimes I also add a banana to it and I put it in a big cup and I drink it all morning long it's delicious it gets your fruits and veggies in has lots of fiber and I love it it's so good my name is Joy I'm from Trinidad and my breakfast consists of local foods mainly.
0.3706,791.89,796.54,"So right now avocados, or as we call them, avocados are in season."
0.4905,796.54,806.12,"So, avocados are on toast with popo when that's papaya or pomegranate."
0.5863,806.12,812.61,"or five fingers or whatever fruit is in season, as well as a nice big cup of coffee."
0.7453,812.61,815.43,This is my breakfast of choice.
0.7072,815.43,816.67,"Good morning, the food chain."
0.0,816.67,821.46,My name is Catherine and I'm from Southeast London in the United Kingdom.
0.6465,821.46,827.25,"It's about 11 o'clock in the morning here and I'm just about to have my breakfast, my first meal of the day."
0.4822,827.25,830.63,"I have had some coffee, I always have a coffee first thing in the morning."
0.7458,830.63,836.05,So this is what I'd like to call my lush and healthy homegrown breakfast.
0.3599,836.05,837.91,There are two parts to it.
0.2133,837.91,840.45,The first is an apple.
0.114,840.45,846.32,It's a huge pink lady apple that a friend of mine and I bought a big bag and split between us.
0.3482,846.32,853.95,It's one tablespoon of whole Greek yogurt and those two little raspberries are from my garden.
0.0362,853.95,855.17,That's about all I got left.
0.3414,855.17,859.84,"Earlier in the year, I was using a lot more Kent strawberries, which were cheap in the supermarket."
0.4041,859.84,862.84,And I also had some strawberries that came early in the year.
0.6302,862.84,867.64,"If I have nothing else, this is what I have in the morning at the moment."
0.6616,867.64,875.97,"Following up from that, and this is what makes it lush, is I have a slice of whole meal toast with a tablespoon of cream cheese."
0.3235,875.97,883.05,I've mixed in there a mashed anchovy and some chives and some small spring onions again that I've grown in my garden.
0.0721,883.05,885.32,I won't have many of those left.
0.0704,885.32,888.7,This might be the last set that I have of the small onions.
0.2384,888.7,893.78,"The cherry tomatoes also are home grown, so I'm very proud of that."
0.3099,893.78,895.95,I've had a really good harvest this year.
0.4434,895.95,900.26,And on top of that is a boiled egg and a little splash of Worcestershire sauce.
0.7233,900.26,902.45,Talk about breakfasting like royalty.
0.4796,902.45,907.54,What an absolute feast calf I would love to come to your house for breakfast.
0.8265,907.54,911.01,"Alex, what does a healthy breakfast look like?"
0.1066,911.01,912.55,What do we know about that?
0.9534,912.55,917.03,The type of breakfast that we eat is really incredibly important.
0.78,917.03,952.17,"So I know from my own research that appetite and satiety are very much influenced by the mac-mutant composition of the food that we're eating and that higher protein meals are more satiety eating in the morning and that allows you to feel fuller for longer and are perhaps more rewarding, which means you're much less likely to give in to those food cravings later in the day where you might grab ready to eat high salt, high sugar, high calorie food products."
0.6567,952.17,967.68,"So in the examples you gave, they sounded very appetising, they're also included Roots, vegetables and whole grains, that's a really important aspect of a healthy diet."
0.6972,967.68,975.78,"Marinella, what do people typically eat for breakfast in Venezuela and Colombia, the Latin American countries you study?"
0.4264,975.78,988.38,"Well, the typical things are one thing and the traditional culinary dishes for breakfasts or one thing you may have heard about Arepas, which is the cornbread of both countries."
0.2164,988.38,997.58,"And there is a controversial issue like whether the Arepas from Colombia or Venezuela, it happens to be both in the origin."
0.575,997.58,1008.39,And we take it with cheese or filled with shredded beef or shredded pork or shredded chicken.
0.6052,1008.39,1014.4,"And avocado, the use of avocado and black beans is important."
0.1359,1014.4,1016.62,So that is how it looks like.
0.2619,1016.62,1024.45,The reality is very different for the many poor people experiencing hunger and food insecurity.
0.0904,1024.45,1027.12,across Latin America in general.
0.0212,1027.12,1031.21,So we definitely will not hear as much.
0.4346,1031.21,1048.17,"And if we can see also, as stated by the latest FAO report, the Global Food Security Report, one of the main concerns across the globe is food inflation, which is reflected pretty much everywhere."
0.7608,1048.17,1052.09,We said we would love to have healthy meals.
0.575,1052.09,1055.92,"However, can we afford those healthy meals?"
0.1898,1055.92,1062.97,"And you can see pretty much that across Latin America, Southeast Asia and Africa."
0.3497,1062.97,1070.4,People cannot afford buying healthier foods or even their traditional foods.
0.4459,1070.4,1077.59,"So it's not only an issue for the health, as we can see."
0.4608,1077.59,1081.06,"I mean, avocados are healthy, but they are expensive."
0.3121,1081.06,1088.56,"Black, beaten, black beans and rice, which is a very traditional Latin American food."
0.3559,1088.56,1102.61,"They might be not only closely, but the utilization is compromised as there might not be gas or electricity available for cooking those."
0.5811,1102.61,1113.46,So we have a problem here in terms of food security in terms of access to foods and the utilization of food so people neglect.
0.5692,1113.46,1122.03,those eating patterns not because they want because they they've been forced to leave those behind.
0.6432,1122.03,1124.13,The skipping breakfast because they have to.
0.1096,1124.13,1129.44,They have to and it's it's mainly a coping strategy during emergencies.
0.1064,1129.44,1133.03,Mothers and this is really not a nice thing.
0.3953,1133.03,1139.11,Mother will leave the children sleeping until pretty much the lunch hour.
0.8025,1139.11,1143.1,So they skip breakfast and they go directly into lunch.
0.6846,1143.1,1147.32,"And therefore, we are saving money for one meal."
0.86,1147.32,1155.26,"And the evidence says that children need a good breakfast, particularly if they are attending school."
0.5663,1155.26,1169.08,"And therefore, eating at school becomes an attraction for keeping and maintaining the color activities of the kids."
0.6658,1169.08,1175.65,"So because the kids are not only going to school to learn, but they're going to eat at school."
0.4497,1175.65,1182.22,"Courtney, where you are in the US, people will also have been feeling the effect of rising food prices."
0.6211,1182.22,1200.37,"People also have very busy lives and, you know, I could imagine someone watching this, listening to this and thinking, how can I fit in a really well-cooked wholesome breakfast early in the morning?"
0.2609,1200.37,1206.42,"I've got to get up, get ready for work, I've got to get my kids ready for school."
0.0269,1206.42,1213.64,What practical advice do you have for people who are time poor and maybe short on cash as well?
0.1852,1213.64,1214.81,"Yeah, absolutely."
0.4489,1214.81,1217.97,So I think one of the biggest things is to plan in advance.
0.8265,1217.97,1224.26,So we find actually what's called meal prepping or kind of planning your meals in advance and making multiple at a time.
0.7296,1224.26,1228.83,This is a huge strategy that helps people lose weight and just sort of eat in a healthy diet.
0.1605,1228.83,1230.39,So I'll give you an example.
0.6953,1230.39,1233.67,"So for instance, you might say, every day I'm going to have a smoothie."
0.8038,1233.67,1236.07,Now what you eat every day might vary.
0.5843,1236.07,1243.38,"Maybe some days you'll throw in banana, some days you might throw in, I don't know, pineapple or something like that."
0.4453,1243.38,1246.93,"Um, berries tend to be more expensive, but they're cheaper fruits."
0.4075,1246.93,1254.19,"Um, you know, melon actually is a really cheap fruit and extremely nutritious that's sort of related to squashes."
0.5406,1254.19,1262.12,"In some sense, and so the mineral content is actually quite high and you can buy watermelon relatively cheap, for instance, and that can feed you for for several meals."
0.4347,1262.12,1268.29,"Um, you could probably blend watermelon with a little bit of berries or something like that and bring some of the costs down."
0.3553,1268.29,1272.06,blending in things like chia seeds or flax seeds can work.
0.4625,1272.06,1274.02,You can also blend in some yogurt.
0.4674,1274.02,1276.01,Obviously avoid the yogurt with sugar.
0.4196,1276.01,1278.31,You can blend in dairy.
0.7268,1278.31,1280.31,You could make a breakfast.
0.3593,1280.31,1284.28,Eggs are now really expensive in the US that they do not be.
0.134,1284.28,1287.74,People get really creative.
0.5197,1287.74,1294.3,"They have these fantastic recipes with slow cooked oats, which you could just mash with some banana and make into a pancake."
0.525,1294.3,1299.95,You could add a little bit of protein power to that too to get some of the benefits that Alexman has talked about.
0.4911,1299.95,1303.58,We've talked about the cognitive benefits and the health benefits.
0.7839,1303.58,1309.63,Is there also a general well-being benefit to taking the time to sit down and have your breakfast?
0.2522,1309.63,1321.79,We have a wonderful study that we did several years ago in Venezuela when we implemented in a couple of family low-income settings families.
0.67,1321.79,1331.42,We implemented the benefits of sharing family meals at the time of breakfast.
0.8096,1331.42,1367.25,"And we saw an extended benefit not only in terms of nutrition, the kids were more alert while they arrive at school and so on we have all these paramedics being measured but the interaction within the family was way better communication with parents were very very way much better compared to the group that didn't implement the breakfast as such at the time."
0.6619,1367.25,1373.67,"And therefore, we can see all the benefits of family meals."
0.6835,1373.67,1387.59,We have seen that for adolescents and we can see how even two or three family meals per week will lower the risk of engaging in drugs for adolescents.
0.3264,1387.59,1398.54,"So that is fabulous, so that it's something that we wouldn't want to miss if we have the opportunity as parents to plan ahead."
0.8961,1398.54,1409.21,"I have to confess I am one generally for eating breakfast on the fly, but you have all convinced me to make more time for it, which I think is actually going to have to involve a lifestyle change."
0.3253,1409.21,1413.5,going to bed earlier so that I can get up earlier and take my time over it.
0.3002,1413.5,1416.85,But thank you to each of our guests.
0.0463,1416.85,1418.37,Dr. Marinella Herrera.
0.1867,1418.37,1420.62,Thank you very much for having me.
0.3834,1420.62,1423.96,I learned a lot in this fantastic discussion.
0.0589,1423.96,1425.89,Dr. Courtney Peterson.
0.0668,1425.89,1426.91,Thank you so much.
0.0913,1426.91,1427.69,This was great.
0.2074,1427.69,1430.06,I'm Professor Alexandra Johnstone.
0.2316,1430.06,1431.04,Thank you for having me.
0.2959,1431.04,1432.95,It's some fantastic discussion to do.
0.4291,1432.95,1437.48,That's it for this episode of The Food Chain from the BBC World Service.
0.0527,1437.48,1442.57,"Do please like and subscribe, and why not give the BBC World Service a follow."
0.673,1442.57,1444.86,Happy breakfasting.
