score,start,end,transcript
0.6657,156.17,162.02,"Usually two liters, two in half a daily, but not often I can do this."
0.1569,162.02,165.51,"Ah, everyone's pointing at Henry."
0.2686,165.51,167.52,"Hello, Henry."
0.7817,167.52,171.62,And look at this big water bottle that you have by your desk.
0.2757,171.62,172.18,Yeah.
0.2281,172.18,172.7,Why?
0.2375,172.7,174.87,"Well, it's really depressing, aren't you, Baltic?"
0.2868,174.87,179.05,"So I'd have to get it from a desk less to go to the kitchen, which is a bit of a tragic reason, yeah."
0.6432,179.05,180.58,But I think that's about a liter and a half.
0.281,180.58,181.94,Because you work so hard.
0.2811,181.94,183.02,Because I work so hard.
0.7558,183.02,187.99,"Yeah, I think that's over a litre, and I probably drink about four of those a day."
0.0352,187.99,190.77,program-making must be firstly work.
0.631,190.77,193.34,And why is it that we need water?
0.6482,193.34,200.64,"I've been talking about this with Nidia Rodriguez-Sunches, an expert in hydration at the University of Sterling in Scotland."
0.772,200.64,220.29,water is a nutrient and many times it's forgotten that we focus on protein and we focus on the vitamins and the carbs and having fiber but many times we don't think about water as such an important substance or such an important nutrient in our lives in our diets.
0.7756,220.29,224.15,And why is hydration so important?
0.4249,224.15,229.24,"Well, we know that we are made of protein and different molecules in our body."
0.6688,229.24,234.05,"But water, in general, we say that it's form of 70% water."
0.5352,234.05,238.41,"And well, that's in our cells, in our organs, our blood."
0.6275,238.41,245.93,And many of the reactions and different pathways that we have in our body will be in a water media.
0.3504,245.93,247.95,"So yeah, it's very, very important."
0.3583,247.95,249.84,Unchanging constantly.
0.8267,249.84,259.03,I always like to think that our fluid balance is like our bank balance pretty much because we are losing water all the time.
0.782,259.03,269.3,"And since, for example, when we are having this conversation, well, or just by the fact of being inhaling, exhaling, well, when we are exhaling, there is water that we are losing."
0.6965,269.3,272.16,So we are losing water in a continuous manner.
0.8577,272.16,276.13,"However, when we are drinking water is in episodes."
0.8184,276.13,281.48,So it's all day we're kind of moving up and down the amount of water that is in our body.
0.7128,281.48,286.76,What happens to our bodies if we don't take in enough water?
0.776,286.76,291.8,"Well, we cannot live very long without the water that we require."
0.8143,291.8,296.89,"So well, there are different factors that will be indicating when we need water."
0.4592,296.89,302.8,"Probably the main one is the plasma, which is the water component in our blood."
0.6869,302.8,307.53,Our blood is formed around 90% by water.
0.3305,307.53,318.69,"So, when we have more concentrated blood, that will trigger different hormone responses and that will trigger our brain and that will bring the third sensation."
0.9179,318.69,324.08,And also many times we start getting dehydrated and we don't realize we are dehydrated.
0.6349,324.08,333.19,So it's very common that we feel tired or we feel like we're a bit of a headache or even we think we are hungry.
0.834,333.19,338.0,"We go and get some food and actually what is happening is that we are thirsty, that we are dehydrated."
0.8831,338.0,342.7,We're starting to show some signs or some symptoms of dehydration.
0.059,342.7,345.13,Nidia Rodriguez Sanchez.
0.7667,345.13,348.69,So how much should we be drinking?
0.6419,348.69,351.62,The number I've always heard is two litres a day.
0.534,351.62,358.13,"For example, the European Food Safety Authority recommends two litres for women and two and a half litres for men."
0.7472,358.13,363.86,"But on closer inspection, I see that that's taking into account the water in food."
0.1615,363.86,373.97,"I've been speaking to Professor John Speakman of the University of Aberdeen in Scotland and the Shenzhen Institute of Advanced Technology in China, who's one of several scientists to have been looking at this."
0.4815,373.97,377.36,I asked him how the two-litre figure was arrived at.
0.3971,377.36,383.44,"We did, when we did the paper, look a little bit into where it came from."
0.1771,383.44,388.7,But we couldn't find any sort of very strong evidence for where the number came from.
0.2595,388.7,396.15,"So I'm not sure how it was arrived at, but it seems to be a number that has taken grip on a very large number of countries."
0.3309,396.15,401.28,"So if you look at government recommendations around the world, they're pretty much all the same."
0.1159,401.28,402.4,They're pretty much all the same.
0.4695,402.4,404.0,Everybody's got to be drinking.
0.5607,404.0,415.33,"two litres of water, which is eight, eight ounce glasses in the US, is how they frame it, and pretty much every country has come to the same opinion."
0.4926,415.33,425.71,"But our work tends to suggest that, actually, for the average person, that's a little bit too high."
0.5654,425.71,447.24,So our estimate is that males on average age between about 20 and 60 are probably requiring about 1.8 litres per day and females in the same age group are using about 1.5 to 1.6 litres per day.
0.4254,447.24,452.53,"As you go above 60, that gets progressively even lower."
0.7678,452.53,459.62,"So once you're up to about 85 years old, then you're really only needing about a litre per day."
0.2782,459.62,466.17,"The study which involved the work of numerous scientists tracked more than 5,000 people in 23 countries."
0.8556,466.17,476.4,"We are in a water balance, so we regulate pretty carefully between what comes in and what goes out."
0.729,476.4,484.1,And that total balance is called the water turnover.
0.7545,484.1,488.44,"As Nidia said, we lose water when we breathe, sweat and go to the toilet."
0.8874,488.44,492.49,We take in water with food and drink and something I didn't know.
0.6539,492.49,495.35,"We even make our own water, too."
0.455,495.35,501.13,"Let's say you eat a meal that consists of carbohydrates, proteins and fat."
0.4055,501.13,504.94,"When you burn those carbohydrates, you produce two things."
0.5671,504.94,510.45,"You produce carbon dioxide, which you breathe out in your breath, but you also produce water."
0.9673,510.45,514.27,And that water contributes to your water intake.
0.8777,514.27,517.22,So how much water is coming from what we drink?
0.822,517.22,527.15,"So on average, it's estimated that of the water turnover, you probably need to drink between 40 and 45% of that value."
0.7161,527.15,536.1,The remainder comes as water in the food and the water that we generate when we metabolize the food.
0.6152,536.1,540.85,The study John was involved in tracked the rate at which water was being replaced in individuals.
0.1902,540.85,553.43,"So it's not easy to measure it, of course, because ideally what you want to do is capture all the intakes and all the losses, but there is a shortcut that we can use."
0.3217,553.43,555.6,And that is to use an isotope.
0.6066,555.6,566.77,So what we do is we get people to drink some water where the hydrogen has been replaced by a heavy isotope of hydrogen called deuterium.
0.2658,566.77,572.02,"It's completely safe, doesn't have any negative effects on you."
0.8395,572.02,578.99,"And when you drink that, it floods into your body into the water pool as we call it in your body."
0.5645,578.99,586.94,"And then water coming in, And water going out slowly washes that isotope out of the body."
0.4224,586.94,588.81,So there's a decline over time.
0.7569,588.81,593.66,"So obviously if you have a very big water turnover, it comes up more quickly."
0.7594,593.66,598.39,"And if you have a very slow water turnover, it comes up much more slowly."
0.3105,598.39,602.12,And what did you find in terms of variations?
0.3395,602.12,604.67,So the variation is absolutely enormous.
0.655,604.67,617.02,Some people are only needing about a litre per day and I think the maximum value was about seven and a half litres per day and so there are big differences between individuals.
0.269,617.02,619.35,What sort of factors makes a difference?
0.5165,619.35,625.38,The biggest thing that influences how much you need is actually how big you are.
0.8621,625.38,630.83,"So the bigger you are, the bigger your water turnover."
0.7085,630.83,656.62,"And so if you look at, for example, males going from having a lean body mass of about 40 kilos, they have a water turnover of about three and a half, litres per day was an individual that is 80 kilos of lean tissue as a turnover of about five litres per day."
0.2594,656.62,659.39,What about where you are in the world?
0.4038,659.39,662.44,Another factor that influences it is temperature.
0.7495,662.44,670.01,"So if you go to a warm place, you sweat more, you're losing more water, you need to replace that water."
0.2968,670.01,671.89,And so it will be the case.
0.6828,671.89,681.28,"If you live in somewhere that's hot and humid, your water requirements are going to be considerably higher than somebody lives in a cold and dry place."
0.8422,681.28,686.59,"And that's why it's just crazy to say, you know, everybody's going to be drinking two liters of water a day."
0.2498,686.59,688.77,That just doesn't make any sense.
0.3489,688.77,693.78,"Professor John Speakman, you're listening to the food chain from the BBC World Service."
0.7682,693.78,700.91,"I'm Ruth Alexander, this week, how to hydrate."
0.8103,700.91,712.43,"While most of us don't need as much water as we might think, athletes would do well to get ahead of their thirst according to Nidia Rodriguez Sanchez."
0.7284,712.43,717.86,It's very common to find that athletes finish very dehydrated.
0.4494,717.86,723.03,"And if we are training or competing in different environments, of course, that will be different."
0.3135,723.03,724.49,That will be changing.
0.458,724.49,733.71,"So it's not the same if we have a marathon athlete that if they are running the Arctic marathon, won't be the same if they are running in warm or dry environments."
0.5438,733.71,739.51,"So we need to adapt that to the conditions, to the humidity, the temperature, et cetera."
0.6873,739.51,744.64,"And if you are dehydrated, do you know by how much it can affect your performance?"
0.6698,744.64,748.23,"When we are dehydrated, the cognitive function can be impaired."
0.339,748.23,758.14,"Or, for example, the decision-making that also can be affected, marathon runner or an endurance runner, probably the speed or the performance."
0.3543,758.14,763.63,"If we are thinking about the time to complete a task, maybe reduced by three or four percent."
0.3051,763.63,771.46,"Now, if we think in elite athletes or if we think about Olympic games, well, that might represent the fact of winning or not winning a medal."
0.7428,771.46,774.23,"Is it possible to drink too much water, though?"
0.4898,774.23,780.43,"In rare instances, it is, as Joanna Perry discovered when she ran the London marathon in 2018."
0.1797,780.43,782.43,"It was the fifth time, I think."
0.1977,782.43,786.64,And I decided to do it with my daughter and my son-in-law.
0.195,786.64,788.14,The training was good.
0.1955,788.14,791.61,"However, the conditions on the day were especially challenging."
0.2181,791.61,793.47,"It was really, really hot."
0.2877,793.47,797.04,I think it's still the hottest marathon day they've ever had.
0.308,797.04,804.01,"We set off when you do the marathon, there's loads of people to chat to, especially when you're virtually walking."
0.2176,804.01,809.22,So there's always people dressed as a rhino or a train or a boat or something and me.
0.2757,809.22,812.92,"Anyway, so we sort of chastle along and everything was all fine."
0.2897,812.92,818.71,"And the last thing I remember was the half marathon sign, the big thing that says halfway."
0.3798,818.71,823.0,And that's the last thing I remember until I woke up.
0.2211,823.0,824.42,That was Sunday.
0.3294,824.42,828.31,So I think I woke up on the Wednesday in intensive care.
0.0978,828.31,829.43,What had happened?
0.242,829.43,831.15,I did finish the race.
0.2047,831.15,836.05,They've got a little video of me going over the finish line.
0.2508,836.05,841.42,"And because Richard and my partner and some other friends were there, they waved and everything."
0.2523,841.42,846.23,"And I just, in this video, you could see that I was saying how wobbly I was."
0.284,846.23,848.53,"You know, you could see I was physically wobbly."
0.3476,848.53,854.64,"We got home and I was really, really sick and obviously passed out."
0.2029,854.64,857.3,And then Richard did CPR.
0.2236,857.3,862.16,"in that time, the air ambulance came and the paramedics came."
0.2778,862.16,874.06,"And then I think for those few days, as far as I know, they told my family that they didn't really know when I'd wake up and what sort of situation I would be in when I woke up."
0.3305,874.06,876.26,"When you did wake up, what did the doctors tell you?"
0.2109,876.26,878.23,Was wrong.
0.2606,878.23,879.52,I really don't remember.
0.7765,879.52,893.31,I only know what riches told me and that I had literally just drunk so much water that I had washed out of myself all the salts and nutrients that you need to function.
0.5888,893.31,895.89,Do you know how much you had drunk?
0.7245,895.89,903.35,"Well, no, not really, because I mean, I suppose because it was so hot, everybody said, no, drink water, drink water."
0.787,903.35,913.94,"So at every possible stop, you know, I had my bottle of water and carried one and had more water, thinking that that was the right thing to do."
0.5275,913.94,919.25,I asked Nidia Rodriguez Sanchez about what happened when someone drinks too much.
0.7271,919.25,921.42,That's why we call a hyponatremia.
0.6843,921.42,925.07,That means that we are diluting our blood.
0.4518,925.07,928.35,We were mentioning earlier that our blood is formed by plasma.
0.7478,928.35,932.09,"But when we drink too much water, the plasma gets diluted."
0.6875,932.09,935.32,And we start having lower levels of sodium.
0.6945,935.32,939.0,But the sodium is an electrolyte that is really important.
0.5702,939.0,945.07,"And if the plasma gets diluted, also the amount of sodium in the plasma will be diluted."
0.557,945.07,948.17,And this can be related to brain edema.
0.5493,948.17,951.64,So that basically means that the brain gets swollen.
0.4426,951.64,953.38,"And well, this can be lethal."
0.3635,953.38,956.12,This can be a very serious condition.
0.8706,956.12,962.31,So we also need to be very careful and avoid hyperhydration or to drink too much.
0.6012,962.31,967.7,"If we think in a marathon, for example, the risk is when they drink too much water."
0.7526,967.7,974.77,"And if they are not ingesting also sodium or electrolyte, they need to be not just relying on water."
0.2714,974.77,977.13,Drona says that's been her big takeaway.
0.7281,977.13,982.94,I really think other people should know this because we're all encouraged to drink these great big bottles.
0.3011,982.94,986.8,"I mean, everyone I know has got these bottles with all these markers on them."
0.3939,986.8,1003.17,"I think that anybody contemplating doing a marathon from my experience, they should make sure that all they need to do is to take an alleged life before they start and maybe take another one along the way, along with their sweets and the sugary things that you need."
0.1242,1003.17,1003.97,Joanna Perry.
0.6548,1003.97,1006.13,Now all drinks are not equal.
0.798,1006.13,1008.62,Some are better at quenching thirst than others.
0.4775,1008.62,1011.33,I've got a de-calf coffee here at my desk.
0.9698,1011.33,1013.37,Does that count when it comes to hydration?
0.2172,1013.37,1015.98,I asked Nidia Rodriguez Sanchez.
0.9727,1015.98,1024.51,"Absolutely so we investigated the impact of different drinks, seeing how much water was conserved in our body."
0.5106,1024.51,1034.89,"So we tested coffee, decaf coffee, we also tested esport drinks, cola drinks, the skin milk or whole fat milk."
0.8455,1034.89,1045.95,And while we observe that those that were containing electrolytes such as sodium potassium and also protein that was helping to keep the water for longer.
0.4968,1045.95,1057.51,"So for example, protein in the meal that stays longer in our stomach and that helps to like having like a slower release of the water to our intestine."
0.9186,1057.51,1060.71,so that helps to keep us hydrated for a longer time.
0.5663,1060.71,1071.68,"For example, it would be relevant if we think about surgeons or drivers that do want them to be well hydrated, do want them to be fully focused when they are in the theater or when they are driving."
0.8368,1071.68,1078.65,"So for example, milk will be really helpful to keep that hydration balance for longer."
0.518,1078.65,1081.99,And where did the caffeinated coffee come in your list?
0.7961,1081.99,1085.65,"Well, actually it was as hydrating as water."
0.8179,1085.65,1091.82,"And yeah, many times we associate caffeine with the hydrating effect."
0.4623,1091.82,1098.79,"However, well, we studied at those of 0 milligrams of caffeine, 50 milligrams, 200 and 400 milligrams."
0.6187,1098.79,1105.83,So we went up to ingesting the equivalent of three or four cups of black coffee.
0.5072,1105.83,1110.71,And we actually observed that there was no negative impact on fluid balance.
0.9171,1110.71,1115.42,"So yeah, so we can actually consider coffee as a hydrating source."
0.2585,1115.42,1116.58,How did tea score?
0.6755,1116.58,1117.7,Same as water.
0.5457,1117.7,1120.13,"What about sugary drinks, sodas?"
0.5421,1120.13,1125.78,"Well, we observed that those with a greater content of sugar, well, it was retained for longer."
0.8949,1125.78,1129.7,"So actually, in terms of hydration, it kind of helps."
0.4857,1129.7,1135.49,"However, well, we need to keep in mind that probably the amount of sugar that they contain is not ideal."
0.4223,1135.49,1137.8,So we need to find out that balance.
0.8018,1137.8,1143.57,There's a bit of a fashion for waters with a little bit of extra electrolytes or intelligent water.
0.7721,1143.57,1150.34,I mean is it necessary to go out and buy water with things in to help hydration?
0.3516,1150.34,1152.75,"For the general population, this is not required."
0.395,1152.75,1167.81,"They can get their electrolytes, their sodium, their potassium through a varied diet that is including different sources of fruits, ferritables that those are the main vehicles of sodium potassium."
0.6846,1167.81,1172.25,"And just in a natural way, it's not needed to have that fancy drink."
0.4782,1172.25,1198.58,"But in the case of athletes, probably in those cases, if they are training for longer than 90 minutes, If they are having big losses of sodium or potassium, well, in those cases we can consider any of these products."
0.0011,1198.58,1202.61,"Hi, my name is Jamie and I live in the Philippines."
0.7568,1202.61,1221.04,"My tip for drinking enough water is if you're using a big bottle right now, switch to a smaller one, that way when you see it already empty, you are in some way motivated to refill it right away."
0.8613,1221.04,1228.86,"And before you know it, you're already meeting your goals and drinking as much water as you need and as you can."
0.2042,1228.86,1229.86,Thank you.
0.0433,1229.86,1234.93,"My name is Kathy and I am in North Dakota, USA."
0.1738,1234.93,1237.31,which is very close to the Canadian border.
0.7286,1237.31,1242.66,So I was one of the ones that toted a water bottle around with me wherever I went.
0.6171,1242.66,1246.71,"I was never without it, but I was never really drinking from it either."
0.712,1246.71,1254.16,"If I did, I would just take small sips and it wasn't really about hydrating, it was more about sort of wetting my whistle."
0.6566,1254.16,1259.23,"And so my idea was, what if I just drank from a cup."
0.6251,1259.23,1265.86,"Every hour or so, it got me out of my desk, use the restroom, fill up my mug."
0.7738,1265.86,1268.82,I am drinking more as a result.
0.2043,1268.82,1278.45,And I'm getting to say Merry Christmas a lot more because the mug that I found in the cupboard at work happened to be a Merry Christmas mug.
0.1823,1278.45,1281.98,"And I thought, why not have Christmas every day, right?"
0.1017,1281.98,1285.78,"Hello, my name is Haggai, Abraham Mwapi."
0.1227,1285.78,1287.65,I live in Zambia.
0.7806,1287.65,1309.82,"I drink more when I eat salty snacks too, although I'm not sure it's a good thing."
0.2922,1309.82,1311.95,I ask Nidia what she thinks.
0.4914,1311.95,1316.81,"Well, that's a very interesting point, because actually salt is sodium."
0.6679,1316.81,1325.88,"Those salty snacks, they are, yeah, they are providing electrolytes, so that will help to recover what was lost through sweating."
0.6423,1325.88,1329.85,"And yeah, we're all to keep the right balance in our blood."
0.4003,1329.85,1332.84,"But again, it's always about moderation."
0.6146,1332.84,1335.28,How can you tell if you're dehydrated?
0.7397,1335.28,1337.28,"Of course, you may feel thirsty."
0.6773,1337.28,1339.93,You can also pay attention to your urine.
0.4528,1339.93,1348.21,"And we normally recommend that it is pale, like the color of a lemonade, but not as dark as, as if it was apple juice."
0.872,1348.21,1349.97,That means that we are dehydrated.
0.3847,1349.97,1356.04,The recommendation is to go to the toilet to urinate around five to seven times a day.
1.0,1356.04,1359.24,So that's an easy way to know if we are well hydrated.
0.6636,1359.24,1365.71,"What other top tips would you have for getting more water into your diet, drinking more?"
0.422,1365.71,1368.99,make the most of the fruits and the vegetables.
0.154,1368.99,1373.32,"For example, it's something that I love from Mexico and something that I miss when I'm not there."
0.1931,1373.32,1381.11,"The different sources of fruits, the flavor of the watermelon, the mango, et cetera."
0.3519,1381.11,1381.99,"But for example, breads."
0.7154,1381.99,1391.98,"Now that we are moving into the winter, that's a wonderful way to get electrolytes, to get some protein in our diet and also well to keep us well hydrated."
0.1722,1391.98,1393.54,It's early evening.
0.5708,1393.54,1395.9,How much have you drunk today?
0.4873,1395.9,1401.86,"I've drawn probably around 1.5 liters of fluid, I think."
0.3421,1401.86,1404.16,I actually went for a run earlier this morning.
0.6986,1404.16,1409.95,So I came home and I had a half a liter bottle and I could say probably two cups of coffee.
0.3211,1409.95,1412.26,"And yeah, I still have a couple of hours to go."
0.8691,1412.26,1415.06,"So hopefully that will help to give me, well, hydrated."
0.2376,1415.06,1416.92,Where will you get to by the end of the day?
0.1413,1416.92,1419.57,I could hope around 2.5. Okay.
0.2864,1419.57,1422.21,I don't think I've done that well.
0.1406,1422.21,1422.83,We'll see.
0.8339,1422.83,1427.38,But it's not every hydration expert who measures what they drink.
0.218,1427.38,1428.79,Here's Professor Speakman.
0.3972,1428.79,1432.99,This seems to be the only government guideline people follow for some reason.
0.273,1432.99,1435.14,"You know, everything else the government tells you to do."
0.3944,1435.14,1439.61,"People just go, I'm not going to be doing that like exercise and things like that."
0.7728,1439.61,1443.76,"But for some reason, the water recommendations taken hold."
0.7253,1443.76,1457.36,"And I see students all the time, you know, I mean, if people are giving lectures, you know, the students in there with the bottle of water on the table, like they're not going to survive a one hour lecture unless they have some form of hydration there to rescue them."
0.7388,1457.36,1462.92,But I think generally there has been too much emphasis on what our water requirements are.
0.6448,1462.92,1466.45,It's not dangerous to drink two liters per day.
0.8262,1466.45,1471.96,You need to drink an awful lot of water before you get into a kind of danger zone that you're drinking too much.
0.4669,1471.96,1474.33,But it is wasteful.
0.7469,1474.33,1489.24,"So if you imagine that producing this water costs money, All that happens is if you consume more than what you need, then you just urinate it out because you need to maintain that balance for your physiology."
0.3974,1489.24,1491.3,So it's just a waste.
0.6567,1491.3,1501.38,"If you only need 1.5 litres, then the third of the water that you're drinking each day is just a waste of money for you and also a waste of resources for the environment."
0.7512,1501.38,1503.06,How much water have you drunk today?
0.2928,1503.06,1503.9,Do you know?
0.1263,1503.9,1505.21,I have no idea.
0.2988,1505.21,1506.37,I don't monitor it.
0.8012,1506.37,1508.15,I don't track how much water I drink.
0.532,1508.15,1510.48,I never carry a bottle of water around with me.
0.7514,1510.48,1518.45,And I drink when I'm thirsty.
0.7318,1518.45,1525.81,"I would love to see, for example, in the movies, in the TV, we never see people drinking water."
0.8953,1525.81,1540.67,"So if we have a program, we can see people having a cup of coffee, having a glass of wine, but very rarely we see people taking the time to hydrate, having water, having milk of course, we never see that."
0.5021,1540.67,1548.78,"So if there are any film stars out there listening, any Bollywood or Hollywood directors, please make water cool."
0.2579,1548.78,1549.78,That's your message.
0.2854,1549.78,1551.4,Absolutely.
0.6554,1551.4,1557.0,"By the end of the day, I estimate that I drank around two and a quarter litres."
0.5584,1557.0,1562.24,"More than I expected, probably because I ate quite a few salty snacks that day."
0.3094,1562.24,1563.87,"Too many, in fact."
0.7512,1563.87,1570.73,"Of course, in some countries there are water restrictions and people have to be very careful about how much water they use."
0.2604,1570.73,1572.13,Is that your experience?
0.391,1572.13,1574.38,We'd love to know for another programme we're making.
0.3209,1574.38,1579.06,Please do email the foodchain at bbc.co.uk.
0.0797,1579.06,1582.61,"From me and the rest of the team, Beatrice Pickup and Hannah Buley."
0.1323,1582.61,1585.1,Thanks for listening and join us again next week.
