score,start,end,transcript
0.5834,134.87,149.01,"And apparently this was quite the prize because as they're sifting through all these teeth, the researchers found dog teeth, they found a human adult teeth, and little white rocks."
0.6157,149.01,154.34,They had to institute a system where the teachers checked that the kid had a fresh socket to match the tooth.
0.4016,154.34,156.06,No counterfeit teeth.
0.4536,156.06,161.44,"In the end, Needleman's team collected and tested over 3,000 bona fide teeth."
0.802,161.44,164.54,"From there, he was able to sort the kids based on their lead exposure."
0.531,164.54,170.29,"And he asked their teachers if each student had these different behavioral problems, a clear pattern emerged."
0.8094,170.29,180.18,"Kids with high levels of lead in their teeth or blood are more distractable, less persistent at their work, less able to follow sequences of directions because they forget what they started out to do."
0.5627,180.18,185.76,"Were there big demographic ranges of these kids, or were they similar in most of those ways?"
0.4002,185.76,187.53,These were pretty homogenous communities.
0.3976,187.53,192.79,"In the 1970s, these were basically like Italian and Irish families."
0.5517,192.79,202.01,"Well, that helps mitigate some of the concerns you would have about subjective teacher ratings, because we've seen studies showing that they can evaluate their kids with a racial bias."
0.601,202.01,209.22,"Next, Neumann went in and actually tested the kids, gave them puzzles and listening challenges to measure their intelligence, focus, reaction times."
0.9088,209.22,212.54,and the kids with more lead in their teeth from infancy scored worse.
0.6429,212.54,223.13,"It remained to be seen how this leaded generation would fare when they reached adulthood, and we'll get to that in a second, but first I want to pull back the curtain and explain exactly how we made this episode."
0.3715,223.13,231.56,"I started as usual by reading a ton of papers and interviewing some experts, and then I talked to Joss for an hour or two about what I found out."
0.2223,231.56,232.06,Let's go.
0.2039,232.06,241.87,"And to record our calls and interviews, we use Riverside, the online studio for recording and editing video and podcasts, who actually partnered with us to make this episode possible."
0.2396,241.87,250.25,"We've been using it since the very beginning of Howtown because it provides better video and audio quality than a simple screen recording, and it's pretty easy to use."
0.0,250.25,258.64,"For this episode, my parents webcam was super low resolution, so they just downloaded the Riverside app on their phone, and it worked out great."
0.0868,258.64,262.21,"Once you've got your recordings, you can edit them right there in Riverside."
0.0894,262.21,266.04,You can get a transcript for text-based editing and then there are a bunch of tools.
0.1464,266.04,267.74,You can enhance the audio quality.
0.27,267.74,269.84,You can remove filler words.
0.1334,269.84,272.97,You can automatically switch between camera views.
0.1574,272.97,276.62,"And of course, you can export your files to use in other programs."
0.2055,276.62,285.57,"This has been a great tool for us, and now you can get 10% off of Riverside subscription by following the link in the description and entering coupon code HowTown."
0.2738,285.57,291.24,That's creators.riverside.fm slash HowTown code HowTown.
0.7759,291.24,297.71,"Okay, now back to Boston, and a part-time tooth fairy's disturbing discovery that a bunch of first graders had been doled by lead."
0.6101,297.71,300.56,"Well, that raises the question of how this exposure was happening."
0.6326,300.56,302.8,Did he know exactly how it was getting into these kids?
0.8545,302.8,307.83,One of the infuriating things is they kind of knew where the lead was coming from for decades.
0.395,307.83,311.66,"We're going back to the good old days, putting time in reverse gear."
0.8129,311.66,315.73,"Since antiquity, humans had known that lead was dangerous."
0.4639,315.73,319.5,"Thousands of years later, Americans still used it a lot."
0.345,319.5,323.05,It was nice and flexible for plumbing and made paint much brighter.
0.8025,323.05,325.99,"And according to the lead industry, it was actually pretty healthy."
0.4213,325.99,330.26,This coloring book for kids was published by the National Lead Company.
0.5843,330.26,335.42,"Then, in 1921, these researchers at General Motors found a new use for lead."
0.4265,335.42,343.92,"They had been struggling to deal with engine knock, sudden, uneven fuel explosions that wasted power, damaged engines, and made for a bumpy ride."
0.5204,343.92,349.99,"It was discovered that a rare compound of lead, tetraethyl lead, made an ideal anti-knocked tool."
0.4719,349.99,359.39,"They named their product Ethel, which conveniently omitted the lead part and had a gentle feminine vibe."
0.5087,359.39,361.56,But not everyone was convinced.
0.7051,361.56,367.91,"Dr. Alice Hamilton, the first woman on Harvard's faculty, was the nation's leading expert on lead poisoning."
0.5784,367.91,375.98,"In 1925, at a conference about tetraethyl led, she walked up to GM's head scientist, Charles Kettering, and told him, you're nothing but a murderer."
0.7132,375.98,383.32,"She warned about the death of workers who came into contact with tetraethyl led, and the danger to the public from breathing exhaust gases."
0.3827,383.32,385.66,But no one really wanted to hear it.
0.4291,385.66,390.69,"America was busy remodeling its economy around cars, and there was lots of money to be made."
0.419,390.69,392.78,This is crazy to me.
0.5842,392.78,399.71,"They knew about this millennia ago and we get to Gen X and they're still, I mean, why?"
0.7712,399.71,403.06,How is that possible that they were still allowing kids to be exposed to this stuff?
0.7774,403.06,413.24,I looked over the next 40 odd years of papers on lead exposure and most of them come from a single lab that was named after Kettering and funded by General Motors and the Ethel Corporation.
0.7149,413.24,420.25,"They focused on acute lead poisoning, which allowed them to say that the science behind chronic exposure and long-term harms was unresolved."
0.694,420.25,427.83,Their work reassured the government and the public that all that lead it exhausts dusting playgrounds and paint chipping off walls.
0.2941,427.83,428.91,That was probably fine.
0.601,428.91,431.98,This is the most serious environmental disease of children.
0.8042,431.98,436.74,And the lead industry has attempted to obscure this.
0.8966,436.74,441.67,"The more we study lead, the more we find effects at lower and lower doses."
0.7686,441.67,446.69,Lead is so harmful in trace amounts because of that ability to mimic calcium.
0.6901,446.69,451.36,Calcium plays a key role in signaling throughout the nervous system and lead disrupts that.
0.5468,451.36,455.62,Infants are particularly vulnerable because their brains are still getting wired up.
0.6361,455.62,459.69,and they often have higher exposure for the simple reason that they're always putting stuff in their mouths.
0.6067,459.69,462.19,Needleman saw the effects of this in Boston.
0.6564,462.19,468.02,"And when he tested other communities, he realized that this tragedy wasn't impacting every part of society equally."
0.6273,468.02,473.31,So one out of 14 privileged white children had an elevated bloodlet.
0.4673,473.31,478.05,"For poor whites, it went from 7% to 25% and for poor blacks, it was 55%."
0.7583,478.05,484.26,We're talking about three to four million American children are at risk for brain damage due to the late exposure.
0.6872,484.26,488.6,And that is a data that our society will reject at its peril.
0.6356,488.6,496.65,A poor neighborhood is more likely to have more old houses with lead paint and to be close to major roads.
0.7662,496.65,503.12,"When I think about my exposure, my childhood home was built in 1960, so before 1978 when lead paints were banned."
0.3518,503.12,505.58,But there wasn't much traffic on my street.
0.3433,505.58,509.37,"The parks were often played, on the other hand, were right next to an interstate highway."
0.5221,509.37,514.83,"But luckily for me, decades before I was born, the U.S. got an unlikely environmental champion."
0.4979,514.83,518.64,Clean air and clean water.
0.3857,518.64,521.02,These are part of the birthright of every American.
0.4068,521.02,523.74,We must act and act decisively.
0.2866,523.74,525.8,"Okay, the other one now."
0.6364,525.8,533.17,"When Richard Nixon signed the Clean Air Act of 1970, he set into motion a slow-facing out of lead at gasoline."
0.6957,533.17,536.61,This line shows the amount of lead from gasoline per capita over the years.
0.5914,536.61,539.42,"And blood, and children, and adults dropped."
0.7342,539.42,540.82,That was a real public health trial.
0.8111,540.82,548.4,"So we make the transition to lead-free fuels, but the story isn't over because lead is about to make the US a more violent place."
0.6252,548.4,553.86,"murders are on the rise, and the statistics are really grim."
0.5207,553.86,556.18,Each of us is concerned about the rate of crime.
0.5482,557.69,559.07,Crime.
0.5482,557.69,559.07,Crime.
0.5482,557.69,559.07,Crime.
0.5482,557.69,559.07,Crime.
0.6311,559.07,563.17,I made this graph with data from the FBI that shows the national rate of violent crime.
0.5653,563.17,571.18,"In the early 90s, America's leading criminologist nicknamed the Dean of Death predicted that these rates would stay elevated or keep on rising."
0.3919,571.18,573.02,"Instead, they fell."
0.5345,573.02,575.71,And experts are still debating exactly why.
0.7097,575.71,582.9,"A lot of people in social science were thinking about the decline in crime, which at that point was still like confunding everybody, right?"
0.5526,582.9,589.69,"When I looked over newspapers from this time period, I found lots of articles crediting new policing strategies and the waning crack cocaine epidemic."
0.5838,589.69,593.21,But Jessica Wolpa Reyes was one of the researchers with a different theory.
0.863,593.21,601.04,"I was pregnant with my son living in a very old house in Harvard Square, and I learned about lead exposure."
0.3715,601.04,606.4,"In looking into that, I discover Needleman, right?"
0.6077,606.4,611.81,"By this time, Needleman had shown that the Boston area kids with higher exposure were more likely to drop out of high school."
0.7565,611.81,618.06,And other studies found that higher-led exposure meant increased risk of juvenile delinquency and arrests for violent crimes.
0.717,618.06,621.14,It's affecting the whole life trajectory of the individual.
0.8051,621.14,626.8,Kids born in the early 1970s when lead a gasoline was speaking would have reached adulthood around 1990.
0.5334,626.8,630.17,Those born during the phase out in 2000.
0.8349,630.17,635.72,"If you shift the lead exposure curve forward 22 years, it lines up with crime pretty well."
0.5944,635.72,640.54,But I have been cautioned against laying lines on top of each other like this and drawing a causal connection.
0.5285,640.54,643.58,There's a whole website that demonstrates why this is dangerous.
0.5688,643.58,645.72,Tyler vegans spurious correlations.
0.3195,645.72,648.0,It finds lots of lines that overlap nicely.
0.5311,648.0,658.9,"So you know, no one's saying that like eating margarine is causing divorces in Maine or if you name your child Jordan, they're going to rob a bank in South Carolina."
0.5617,658.9,662.8,But these are pieces of data that really line up really well.
0.5221,662.8,667.67,"I mean, part of this is you actually have to have a mechanism for this kind of thing to be persuasive."
0.4883,667.67,669.99,"And obviously these ones don't, there's no connection."
0.8682,669.99,673.42,"But with lead and crime, there is a plausible connection."
0.4969,673.42,676.59,But is there something else that we go further to confirm it?
0.5993,676.59,685.25,"Right, so you know, it's hard to look at one pair of lines and say there is a causal relationship."
0.632,685.25,693.27,But if you were able to have a bigger sample size like this is a sample size of basically one the entire United States were just looking at how these two curves relate.
0.5113,693.27,698.54,But what Jessica did was she broke it down by state.
0.6057,698.54,704.88,It's kind of like a natural experiment where different states had different time paths of the reduction of lead and gasoline.
0.8833,704.88,707.34,So what would you expect if lead was behind crime?
0.6714,707.34,711.23,States with larger decreases in lead would see larger drops in crime.
0.5256,711.23,713.51,And that's exactly what Jessica found.
0.5324,713.51,718.4,You can't come up with another story that would explain exactly why.
0.6661,718.4,724.63,Lead would have moved in this particular way in these particular states.
0.5533,724.63,729.64,and then crime would have moved in a matching particular way 22 years later.
0.7651,729.64,735.77,"For every 10% cut in childhood lead exposure, she saw roughly 8% drop in violent crime."
0.5864,735.77,739.21,"The economists were all like, those effects are so huge, they can't be real."
0.375,739.21,742.06,You gotta be crazy.
0.6384,742.06,747.62,"And the public health people were like, yep, that's how big it is."
0.4883,747.62,751.54,"They were like, yes, that is true."
0.8779,751.54,759.77,"Let a gas had been used everywhere, and now is being phased out everywhere, and researchers were able to find a lead crime connection in some other countries."
0.8714,759.77,767.0,"Other places the connection wasn't as strong, and people still debate how much of the crime drop was caused by the phase out of lead."
0.3938,767.0,770.3,"I've seen estimates as high as 90%, and as low as 7-28%."
0.4356,770.3,773.54,Jessica's calculations fall right in the middle.
0.7784,773.54,780.99,"Either way, I'm convinced that while there are obviously a ton of factors that influence crime, lead is an important part of the story."
0.8022,780.99,793.08,"We started out looking at these little kids first and second grade, then by this lead crime hypothesis, they're looking at crime in the 90s, so these kids are now in their young adulthood."
0.4913,793.08,801.8,"What happens when these young adults grow up and are now in 2025, in their 40s and 50s?"
0.3533,801.8,804.45,And that's a really hard question to answer.
0.6121,804.45,827.24,Partly because it's just really hard to follow people throughout their lives Needleman did a follow up with his kids like 10 years later when they were graduating high school And he was only able to get like less than half of them to participate again So that skews the entire study because the people who are doing the worst if they're you know dead or Sick or in prison.
0.864,827.24,837.18,"It's harder to find likely to participate So to investigate the long-term effects of lead, we have to go to the other side of the world, 1970s New Zealand and the southern city of Dunedin."
0.4694,837.18,845.3,"Researchers attempted to track the health of every single baby born in this hospital in one year, 1037 babies in total."
0.4133,845.3,849.97,The New Zealand cohort has sometimes been referred to as the best study people on earth.
0.612,849.97,862.82,"Across the lifespan of this study, recruitment each phase has remained really high up in the sort of mid-90 percent, which is really important because it means we don't miss the people who are doing the worst."
0.4246,862.82,865.84,And what are they asking these people when they check in on them?
0.4714,865.84,866.87,Are they taking blood?
0.3115,866.87,868.13,Are they doing really?
0.5279,868.13,879.4,"Their professional lives, their mental and physical health, they do blood tests, they do cognitive tests, they do psychological exams."
1.0,879.4,882.33,And one of the tests they did early on was for lead exposure.
0.6848,882.33,886.06,New Zealand had some of the world's highest levels of lead in its castle.
0.7433,886.06,894.19,"For some reason, in our cohort, kids from wealthy families were exposed, kids from poor families, kids from middle class families."
0.796,894.19,905.44,"There was no social patterning to let exposure, but it meant that we were able to ask, what are the long-term consequences of childhood let exposure across the social spectrum?"
0.7215,905.44,913.31,"This graph breaks up the subjects into groups by let exposure, least to most, and shows how much their IQ has changed from childhood to when they were 38."
0.5628,913.31,922.88,"Now I should mention here that the researchers aren't holding up IQ as some perfect measure of intelligence, and they acknowledge that it's been misused and misinterpreted in the past."
0.4533,922.88,930.1,"We don't only have time in this episode to unpack IQ, so I highly recommend you check out Veritasium's Deep Dive on the subject."
0.6515,930.1,936.91,"Anyway, the point is that IQ has been around for so long that it's a useful way for researchers to track cognitive health."
0.5403,936.91,943.08,And the ones that we use are standardized so that we can compare people to themselves over time.
0.8058,943.08,948.87,The kids with the highest exposure actually lost more IQ points as they aged.
0.6197,948.87,950.87,They also had altered personalities.
0.4377,950.87,952.38,They were less agreeable.
0.5848,952.38,953.46,They were more neurotic.
0.4476,953.46,956.12,They just seemed to struggle more.
0.3968,956.12,960.01,"with regulating emotions, planning for the future, staying organized."
0.6595,960.01,962.1,And that affected their social mobility.
0.7719,962.1,970.0,"Kids with low exposure tended to do better than their parents, and then kids with high exposure actually experienced downward social mobility."
0.3608,970.0,971.12,It's pretty compelling.
0.5988,971.12,976.89,"It's not just changing how distractable you are in first grade, but it's having a lifelong impact."
0.8626,976.89,987.18,"This study and others like it established the long-term effects of lead on individuals, but Aaron wanted to use these findings to calculate the effect on an entire country, specifically the US."
0.7975,987.18,993.45,"First, he gathered leaded fuel levels and blood lead tests to estimate the childhood exposure of all Americans."
0.5159,993.45,998.7,"This graph has a bar for all the 10-year-olds, all the 11-year-olds, all the way up to 85."
0.6253,998.7,1002.32,The subset of each group who saw the worst exposure levels are shown in red.
0.827,1002.32,1014.54,"In other words, if you tested that high today, a doctor would want to find the source of the lead."
0.6736,1014.54,1019.43,And that unsafe level was experienced by everybody on this graph outside this deep blue color.
0.4261,1019.43,1022.54,"It's about half the country, 170 million people."
0.5352,1022.54,1026.7,"Gen X was hit the hardest, but some millennials were still hit by the tail end."
0.4205,1026.7,1030.15,And I wondered what color I would be assigned on this graph.
0.3323,1030.15,1031.99,"So that is your baby, too."
0.3905,1031.99,1033.15,"OK, wow."
0.3586,1033.15,1038.02,"Manish embedded my tooth in epoxy and sliced it in half, and then he hit the open face with a tiny laser."
0.488,1038.02,1044.81,He ran the stuff that was blasted off through a spectrometer that read the concentrations of different elements at a 10 micrometer scale.
0.463,1044.81,1046.81,The first element he looked at was barium.
0.4168,1046.81,1053.16,"Breast milk has more barium than solid food or placental blood, and so a surgeon barium marks the moment breastfeeding began."
0.3794,1053.16,1055.22,You can just see that little tin line.
0.6088,1055.22,1057.86,"Before that, that's your prenatal history."
0.3933,1057.86,1060.31,That's what you were doing as a fetus.
0.7227,1060.31,1061.33,And now this is lead.
0.351,1061.33,1062.99,The levels are very low.
0.2439,1062.99,1066.23,"They're hovering in the blue green area, which means you're very low."
0.859,1066.23,1070.28,You were born after the peak of the lead exposure crisis.
0.3557,1070.28,1074.3,It also depends on whether you're the first born or the second born.
0.7669,1074.3,1079.33,Much of the lead that comes to the fetus comes from the mother stores.
0.6977,1079.33,1091.52,"Most likely your mother was alive, you know, and exposed to lead because all of that generation was And the first bone really is absorbing or clearing out most of the lead from the bones."
0.3777,1091.52,1094.92,So I'm guessing I remember you saying you did have an older sibling.
0.5841,1094.92,1122.56,"yeah she she flushed out the the lead for me so that was that's so in medical terms you wouldn't put it quite like that but maybe you can you know you can buy her a coffee what would this look like for someone born today it would look even more blue and that's what we are saying except and it really depends on where you are born there's still some high-risk location in the US, for example, older housing in East Harlem."
0.79,1122.56,1126.29,And this is the baby tooth of someone who encountered much more lead than I did.
0.7781,1126.29,1130.63,The red line most likely shows where they inherited their mother's lead stores in the womb.
0.83,1130.63,1134.56,And then the green area indicates unsafe lead exposure after birth.
0.9178,1134.56,1139.11,"And if there was lead in this person's teeth, there was also lead in their brain."
0.6449,1139.11,1144.93,Something like 800 million IQ points had been lost by the US population.
0.6099,1144.93,1152.01,The population who grew up in the late 60s across the 70s and early 80s would have lost the most IQ points.
0.7184,1152.01,1153.97,And there were other effects on our minds.
0.7408,1153.97,1160.28,"These curves show how lead shifted the distribution of ADHD symptoms for different generations, according to Aaron's model."
0.5447,1160.28,1165.71,"For some cohorts, the average person has more symptoms, and the extremes have shifted up as well."
0.4414,1165.71,1168.13,The effect is similar for anxiety and depression.
0.8473,1168.13,1175.1,At least 150 million cases of mental illness require a treatment that wouldn't have happened if we hadn't put lead into gasoline.
0.8378,1175.1,1179.04,"And as these cohorts age, we're sure to see more health effects from lead."
0.3527,1179.04,1181.51,"Cardiovascular problems, kidney, liver."
0.5866,1181.51,1185.27,I have a hypothesis that we might seek greater rates of things like dementia.
0.9061,1185.27,1189.27,The lead exposure of the past.
0.5132,1189.27,1190.56,It's not actually in the past.
0.6642,1190.56,1192.5,We live in a leaded world.
0.6253,1192.5,1195.02,It is not just about crime.
0.511,1195.02,1200.12,"And it is about all sorts of social behavior, just the ways that we relate to each other."
0.494,1200.12,1204.89,"Let is still mined in all of these countries, and it's still used in products, especially batteries."
0.4217,1204.89,1207.07,And I guarantee it's not going to stay in those products.
0.5509,1207.07,1211.0,"It's going to find its way into our water, our soil, our food, our bodies."
0.339,1211.0,1214.22,We've been successful in the United States to some degree.
0.6782,1214.22,1218.15,by being able to phase out lead from our main sources of exposure.
0.7576,1218.15,1220.59,But old sources of lead occasionally still cause problems.
0.7348,1220.59,1226.24,"In Flint, Michigan, changing water chemistry caused lead pipes, which are actually normally pretty safe to corrode."
0.8677,1226.24,1231.26,"And in Milwaukee just this year, lead paint from some old schools made its way into children."
0.8096,1231.26,1242.36,"They asked the Trump administration for help managing the crisis, but everyone at the CDC's childhood lead poisoning prevention program had just been fired."
0.3652,1242.36,1248.94,You fired the entire team whose job it is to support communities like Milwaukee.
0.3903,1248.94,1252.43,Kennedy claimed these cuts had been an accident and a week later said this.
0.3836,1252.43,1257.09,We have a team in Milwaukee and we're working with a health department in Milwaukee.
0.5034,1257.09,1258.3,But that wasn't true.
0.5244,1258.3,1261.34,That came as a surprise to leaders in Milwaukee.
0.4529,1261.34,1268.43,It came as a pretty big surprise that formal support has ended with the termination of the Childhood Lead Team.
0.5178,1268.43,1276.36,"Recently, Kennedy got around to rehiring the team he had accidentally fired, and he says that he wants to eliminate more toxic chemicals from the environment."
0.4108,1276.36,1280.22,"Meanwhile, history makes it clear that industry won't regulate itself."
0.7712,1280.22,1289.73,"The approach we took with lead is mirrored by countless other products we're using now, where we'd like to say, well, if we can't see a harm, let's just use it."
0.5108,1289.73,1292.33,"And sometimes, let's just use it even if we do see harm."
0.7421,1292.33,1298.06,"Just one example, researchers found evidence that a common pesticide was hurting the brains of babies."
0.5312,1298.06,1301.95,after Dow Chemical donated $1 million to Trump.
0.3043,1301.95,1310.64,"His EPA director refused to ban it, saying the science remains unresolved."
0.528,1310.64,1318.39,You can get it really long for decades before you do something about it.
0.509,1318.39,1347.99,The long-term consequences of giving industry even freerang are going to be graphic.
